query,instruction,context,predicted_label,confidence,reasoning,think
"If x@y=xy-2x, what is the value of (7@4)-(4@7)? nan","If x@y=xy-2x, what is the value of (7@4)-(4@7)?",,0,1.0,"This query involves calculating a custom-defined mathematical operation, which can be solved using the provided formula without requiring external information.",
Generate three questions related to global warming nan,Generate three questions related to global warming,,0,1.0,"This query asks for generating questions about a known topic (global warming), which can be addressed using general knowledge without requiring external data.",
"Categorize the items according to season. Apple, Pumpkin, Watermelon, Onion",Categorize the items according to season.,"Apple, Pumpkin, Watermelon, Onion",0,1.0,"This query involves categorizing items based on their typical availability seasons, which can be answered using general knowledge and does not require external retrieval.",
Design a painting for a museum. nan,Design a painting for a museum.,,0,1.0,"The query involves a creative task of designing a painting, which does not require specific external information but rather imaginative output based on general knowledge and design principles.",
"Classify the given sentence as ironic, metaphorical, or literal. ""It is raining cats and dogs outside.""","Classify the given sentence as ironic, metaphorical, or literal.","""It is raining cats and dogs outside.""",0,1.0,"Determining whether a sentence is ironic, metaphorical, or literal involves analyzing the language use and context, which can be done using general knowledge about common expressions and figurative language.",
Provide 5 characteristics of a snow leopard. nan,Provide 5 characteristics of a snow leopard.,,0,1.0,"The query asks for general factual information about snow leopards, which is likely covered in the model's training data and does not require external retrieval.",
Provide a list of benefits that social media provides. nan,Provide a list of benefits that social media provides.,,0,1.0,"This query asks for general information about the benefits of social media, which is a broad and commonly known topic. The answer can be derived from general knowledge without needing external data.",
Name three of the most popular programming languages. nan,Name three of the most popular programming languages.,,0,1.0,"This query asks for a list of popular programming languages, which is general knowledge that a language model can answer without needing external information.",
"Create a meaningful sentence using the following words: ""exciting"", ""today"", and ""dinner"". nan","Create a meaningful sentence using the following words: ""exciting"", ""today"", and ""dinner"".",,0,1.0,"This query asks for a creative task (sentence construction) using provided words, which can be done without external data.",
Write a sports headline describing the popular football event. nan,Write a sports headline describing the popular football event.,,0,1.0,"This query asks for a creative task of writing a sports headline and does not require specific or detailed external information; instead, it involves summarizing or paraphrasing based on general knowledge.",
Input a text and remove the number in it This conference is 5 day event,Input a text and remove the number in it,This conference is 5 day event,0,1.0,"This query involves a straightforward text manipulation task (removing a number), which can be performed by the language model without requiring external data retrieval.",
Prove the Pythagorean Theorem. nan,Prove the Pythagorean Theorem.,,0,1.0,"The Pythagorean Theorem is a well-known mathematical principle that can be proven using standard geometric or algebraic methods. Since the proof is a common part of mathematical education, it can be answered from general knowledge without needing external retrieval.",
Write a for-loop for a given programming language. Programming Language: Python,Write a for-loop for a given programming language.,Programming Language: Python,0,1.0,Writing a for-loop in Python is a basic programming task that can be answered using general knowledge of Python syntax without requiring external information.,
How does DNA replication work? nan,How does DNA replication work?,,0,1.0,This is a fundamental biological concept that can be explained using general scientific knowledge without requiring external data retrieval.,
"Given a set of points, determine if it forms a triangle. Point A (1, 2, 3), Point B (2, 3, 4) and Point C (3, 4, 5)","Given a set of points, determine if it forms a triangle.","Point A (1, 2, 3), Point B (2, 3, 4) and Point C (3, 4, 5)",0,1.0,"This query involves applying geometric principles (checking collinearity) using basic calculations, which can be answered with general knowledge without needing external data.",
Generate a list of five animals found in Antarctica. nan,Generate a list of five animals found in Antarctica.,,0,1.0,"This query asks for a list of commonly known animals in Antarctica, which are likely within the general knowledge of a language model and do not require external data retrieval.",
"Write a Java program to print out the lyrics for the song ""Happy Birthday"". nan","Write a Java program to print out the lyrics for the song ""Happy Birthday"".",,0,1.0,"This query is about writing a Java program to print lyrics, which can be addressed by providing general programming knowledge without needing external factual data.",
Convert the following date from European format (dd/mm/yyyy) to American format (mm/dd/yyyy): 15/10/2021 nan,Convert the following date from European format (dd/mm/yyyy) to American format (mm/dd/yyyy): 15/10/2021,,0,1.0,Date format conversion is a generic task that can be performed using basic understanding of date formats without needing external data.,
Identify the appropriate pronoun to complete this sentence. ___ never wants to study for tests.,Identify the appropriate pronoun to complete this sentence.,___ never wants to study for tests.,0,1.0,"This query involves a straightforward grammar question that can be answered based on general knowledge of pronoun usage, without the need for external retrieval.",
Replace the [verb] with a more suitable one given the context. People [consider] that the best way to improve their lifestyle is to find a well-paid job.,Replace the [verb] with a more suitable one given the context.,People [consider] that the best way to improve their lifestyle is to find a well-paid job.,0,1.0,"This query involves finding a more suitable verb for a specific context, which can be addressed using general language knowledge and doesn't require external factual data.",
"Combine the two sentences and make it a valid statement. Money is the root of all evil.
People are greedy.",Combine the two sentences and make it a valid statement.,"Money is the root of all evil.
People are greedy.",0,1.0,"This query is about sentence combination, a task that does not require external information but can be addressed using general language processing capabilities.",
How could living in a big city affect a person's life? nan,How could living in a big city affect a person's life?,,0,1.0,"This query seeks a general discussion on how living in a big city affects someone's life, which can be addressed using common knowledge about urban environments and their impacts without requiring external data.",
Complete the following sentence by inserting appropriate words. The sun was ____ and the sky was ____.,Complete the following sentence by inserting appropriate words.,The sun was ____ and the sky was ____.,0,1.0,"This query asks for the completion of a sentence with appropriate adjectives, which is a task related to general knowledge and language use rather than requiring specific external data.",
Write an opinion essay about puppies. nan,Write an opinion essay about puppies.,,0,1.0,"This query asks for assistance with writing an opinion essay, a creative or generative task that does not require specific factual data. It can be handled by providing guidance on structuring and developing opinions without external information.",
Construct a database query to count the number of records that have a status of 'completed'. nan,Construct a database query to count the number of records that have a status of 'completed'.,,0,1.0,"This query asks for guidance on constructing a database query, which is a task that can typically be addressed using general programming knowledge without requiring external factual data.",
Compose a Shakespearean sonnet. nan,Compose a Shakespearean sonnet.,,0,1.0,"The task involves generating creative writing based on known literary forms and styles (Shakespearean sonnets), which does not require external factual data but rather relies on the model's ability to compose text within a specific structure.",
Name one downside of becoming a freelancer nan,Name one downside of becoming a freelancer,,0,1.0,"This question seeks a general disadvantage of freelancing, which is commonly known and can be answered using the model's existing knowledge.",
Design a customer survey for a restaurant nan,Design a customer survey for a restaurant,,0,1.0,"Designing a customer survey is a task that can typically be addressed using general knowledge about survey creation and best practices, without requiring access to external data or specialized facts.",
Rewrite this statement in the active voice. The award was won by Bob.,Rewrite this statement in the active voice.,The award was won by Bob.,0,1.0,"This query asks for rewriting a sentence in active voice, which involves grammatical restructuring rather than requiring external factual data.",
Calculate the speed of light in terms or Mach nan,Calculate the speed of light in terms or Mach,,0,1.0,"This query involves a calculation using well-known constants (speed of light) and units (Mach number, nanoseconds), which can be computed with general knowledge and basic physics principles without requiring external data.",
Explain what continuous integration (CI) is in a sentence. nan,Explain what continuous integration (CI) is in a sentence.,,0,1.0,"The query asks for a general explanation of a known technical concept (CI), which can be answered using common knowledge without requiring external data.",
Generate an appropriate output for this user query What is the weather like in Chicago?,Generate an appropriate output for this user query,What is the weather like in Chicago?,1,1.0,"This query requests real-time data on weather conditions in Chicago, which necessitates external information to provide an accurate and up-to-date response.",
Explain why the disruption of the earth's ionosphere can affect communication. nan,Explain why the disruption of the earth's ionosphere can affect communication.,,0,1.0,"This question seeks a general explanation based on known scientific principles about how the ionosphere affects communication, which can be answered using common knowledge without needing external retrieval.",
Name two types of musical genres. nan,Name two types of musical genres.,,0,1.0,"This query seeks common categories of music, which are general knowledge and do not require external retrieval.",
Explain what the given phrase means. In the wee hours of the morning,Explain what the given phrase means.,In the wee hours of the morning,0,1.0,"The phrase ""in the wee hours of the morning"" is a well-known idiom that refers to the early or late hours before dawn, which most language models can explain using their built-in knowledge without needing external data.",
Summarize the history of the FIFA World Cup into 3 sentences. nan,Summarize the history of the FIFA World Cup into 3 sentences.,,0,1.0,"The query asks for a concise summary of known historical events related to the FIFA World Cup, which can be generated from general knowledge without requiring external data retrieval.",
Explain how linear regression works. nan,Explain how linear regression works.,,0,1.0,Linear regression is a foundational statistical concept that can be explained using general knowledge about statistics and machine learning without requiring external data.,
"Edit the following code to include a while loop for (i = 0; i < 10; i++)
{
    console.log(i);
}",Edit the following code to include a while loop,"for (i = 0; i < 10; i++)
{
    console.log(i);
}",0,1.0,"This query asks for help with modifying code, which can be answered using general programming knowledge without needing external data retrieval.",
"Arrange the following chords in order from lowest frequency to highest frequency: A, G, C, E. nan","Arrange the following chords in order from lowest frequency to highest frequency: A, G, C, E.",,0,1.0,"This query asks for arranging musical notes by their standard frequencies, which is a matter of recalling known facts that most language models already have in their training data.",
"Given a development project with a specific scope, list the most critical tasks and subtasks necessary to bring the scope into reality. Project scope: Develop an online platform for tracking the course of coronavirus in the world.","Given a development project with a specific scope, list the most critical tasks and subtasks necessary to bring the scope into reality.",Project scope: Develop an online platform for tracking the course of coronavirus in the world.,0,1.0,"This query is about outlining project management steps for developing a specific online platform, which can be addressed using general knowledge of software development processes.",
Add a sentence that logically follows this one. The party was already in full swing when they arrived.,Add a sentence that logically follows this one.,The party was already in full swing when they arrived.,0,1.0,"This query asks for a creative or inferential continuation of a sentence and does not require specific factual information, making it a task that can be handled by the model's internal capabilities.",
Explain the differences between two given data structures Arrays and linked lists,Explain the differences between two given data structures,Arrays and linked lists,0,1.0,The differences between arrays and linked lists are fundamental concepts in computer science that can be explained using general knowledge without requiring external information retrieval.,
"For the following sentence, please identify the part of speech of the word 'walk' John takes a walk in the garden.","For the following sentence, please identify the part of speech of the word 'walk'",John takes a walk in the garden.,0,1.0,"This query asks for a grammatical analysis (part of speech) of the word ""walk"" in a specific context, which can be determined through linguistic understanding without requiring external data.",
Explain how infectious disease spreads nan,Explain how infectious disease spreads,,0,1.0,"The query appears to ask for an explanation of how infectious diseases spread, which can be answered using general biological and epidemiological knowledge. The inclusion of ""nan"" may be a typographical error or unclear, but the core question does not require specialized external information.",
Write a headline for a sports article about the World Cup. nan,Write a headline for a sports article about the World Cup.,,0,1.0,"This task involves generating a headline for a sports article, which is a creative and summarization-based activity that does not require specific external information.",
Make a list of adjectives that can describe someone who is outgoing. nan,Make a list of adjectives that can describe someone who is outgoing.,,0,1.0,"This request involves listing common adjectives related to personality traits, which can be answered using general knowledge without needing external information.",
"Describe the concept of ""Speculative Fiction"". nan","Describe the concept of ""Speculative Fiction"".",,0,1.0,"This query asks for a general definition of ""Speculative Fiction,"" which is within the scope of common knowledge that a language model can typically answer without external data.",
"For the following input, generate a science fiction story in less than 100 words. A mysterious alien.","For the following input, generate a science fiction story in less than 100 words.",A mysterious alien.,0,1.0,This query requests creative writing rather than factual information. It can be addressed by generating content from the model's knowledge without external retrieval.,
Describe a common problem that data scientists face nan,Describe a common problem that data scientists face,,0,1.0,"The query asks for a description of a well-known issue in data science, which is within the general knowledge that a language model can address without requiring external information.",
"Find the area of a rectangle with the length of 4cm and width of 7cm Length: 4cm, Width: 7cm",Find the area of a rectangle with the length of 4cm and width of 7cm,"Length: 4cm, Width: 7cm",0,1.0,"This query involves a straightforward mathematical calculation using the provided dimensions of the rectangle, which can be answered with general knowledge and basic arithmetic without requiring external data.",
"Compare the ingredients in two recipes and list out the differences. Recipe A: 2 cups of flour, 1/2 cup of  butter, 1 teaspoon of baking powder 
Recipe B: 1 cup of flour, 1 teaspoon of baking soda",Compare the ingredients in two recipes and list out the differences.,"Recipe A: 2 cups of flour, 1/2 cup of  butter, 1 teaspoon of baking powder 
Recipe B: 1 cup of flour, 1 teaspoon of baking soda",0,1.0,"The query involves comparing ingredients in two given recipes, which can be answered using general knowledge about baking ingredients and their quantities without requiring external retrieval.",
Create a playlist of 10 songs that are appropriate for a romantic dinner. nan,Create a playlist of 10 songs that are appropriate for a romantic dinner.,,0,1.0,This query asks for a creative suggestion based on general knowledge of romantic music and can be answered using common musical preferences without requiring specific external data.,
Classify the type of text - Personal Narrative or Descriptive I visited the Grand Canyon for the first time when I was seven. I still remember the first time I laid eyes on it. The vastness of the canyon took my breath away.,Classify the type of text - Personal Narrative or Descriptive,I visited the Grand Canyon for the first time when I was seven. I still remember the first time I laid eyes on it. The vastness of the canyon took my breath away.,0,1.0,"This query asks for classification of text types, which can be determined by analyzing the given content without needing external information.",
Explain the concept of Chinese Room Argument in AI. nan,Explain the concept of Chinese Room Argument in AI.,,0,1.0,"The Chinese Room Argument is a well-known thought experiment in AI and philosophy, which most language models can explain using their existing knowledge without needing to retrieve external data.",
Develop a new menu item for a cafe. nan,Develop a new menu item for a cafe.,,0,1.0,"This query involves generating creative ideas for a new menu item, which can be addressed through brainstorming and general knowledge without requiring specific external data.",
Identify the author of the novel 'To Kill A Mockingbird'. nan,Identify the author of the novel 'To Kill A Mockingbird'.,,0,1.0,"The query asks for the author of a well-known novel, 'To Kill A Mockingbird', which is a fact that most language models can answer from their general knowledge without needing external retrieval.",
Generate a unique example of hyperbole. nan,Generate a unique example of hyperbole.,,0,1.0,"The query asks for a creative example of hyperbole, which can be generated by the model without needing external information.",
Calculate the sales tax for a purchase of $45. nan,Calculate the sales tax for a purchase of $45.,,1,1.0,"The query requires knowing the applicable sales tax rate in a specific location, which is detailed and specialized information that necessitates external data for an accurate calculation.",
Generate a fake name and address. nan,Generate a fake name and address.,,0,1.0,"This task involves creating fictional information, which can be generated by the model without needing external retrieval.",
Discuss the importance of proper space management in an office. nan,Discuss the importance of proper space management in an office.,,0,1.0,"This query asks for a general discussion on space management in offices, which can be answered with common knowledge about workplace organization and efficiency.",
Translate the following sentence into French: I went to the store. nan,Translate the following sentence into French: I went to the store.,,0,1.0,This is a straightforward translation task that can be performed by the language model without requiring external data.,
Describe a specific person Grandma,Describe a specific person,Grandma,0,1.0,"The query refers to the term ""Grandma,"" which is a common noun for grandmother and does not require specific external information unless referring to a known figure, which isn't indicated here.",
"Write a CSS rule to center the words ""center me"" in the page. nan","Write a CSS rule to center the words ""center me"" in the page.",,0,1.0,This query asks for a specific CSS rule that can be derived from general web development knowledge without requiring external data.,
Compose a podcast episode around the topic of the future of AI nan,Compose a podcast episode around the topic of the future of AI,,0,1.0,"This query involves generating content for a podcast episode on AI's future, which can be addressed through creative thinking or general knowledge without needing external data.",
How does the Amazon rainforest benefit the planet? nan,How does the Amazon rainforest benefit the planet?,,0,1.0,"This question pertains to general knowledge about the Amazon rainforest's ecological benefits, which a language model can answer using its built-in information.",
Determine the molecular formula for water. nan,Determine the molecular formula for water.,,0,1.0,"The molecular formula for water is H₂O, which is a well-known scientific fact that most language models are trained on and do not require external data to answer.",
Make a list of advantages of a renewable energy source nan,Make a list of advantages of a renewable energy source,,0,1.0,"This query asks for a general summary of advantages related to renewable energy sources, which can be addressed using existing knowledge without requiring specific external data.",
Identify the underlined word as either a noun or an adjective. The garden was beautiful.,Identify the underlined word as either a noun or an adjective.,The garden was beautiful.,0,1.0,Determining the part of speech (noun or adjective) is a linguistic task that relies on basic grammar rules and does not need external retrieval.,
Compose a tweet about a new project you are working on. I am developing a new web application to help people find local events.,Compose a tweet about a new project you are working on.,I am developing a new web application to help people find local events.,0,1.0,"This query involves composing promotional content for a web application, which can be handled by a language model using its general knowledge and creativity without needing external data.",
How can renewable energy reduce environmental pollution? nan,How can renewable energy reduce environmental pollution?,,0,1.0,"This query seeks a general explanation of how renewable energy contributes to reducing pollution, which can be answered using the model's built-in knowledge without requiring external data.",
Explain the significance of given literature figure. Don Quixote,Explain the significance of given literature figure.,Don Quixote,0,1.0,"The query requests information about the significance of Don Quixote, which is a well-documented and commonly known fact in literature. A language model can answer this from its built-in knowledge without requiring external data.",
Generate an algorithm to find the sum of the first 25 even numbers nan,Generate an algorithm to find the sum of the first 25 even numbers,,0,1.0,"The query asks for a method to compute a sum using a mathematical formula (arithmetic series), which is a general knowledge task that can be answered without external information.",
"Classify the following items into categories: banana, apple, orange. Banana, Apple, Orange","Classify the following items into categories: banana, apple, orange.","Banana, Apple, Orange",0,1.0,"This query involves classifying common fruits into categories, which is a task that can be answered using general knowledge without the need for external retrieval.",
Change the words with similar meanings. The climber began the ascent of the mountain,Change the words with similar meanings.,The climber began the ascent of the mountain,0,1.0,"This query asks for paraphrasing the given sentence, which is a generic text transformation task that can be handled by the language model without requiring external information.",
"Construct a sentence using a list of emotive words discouraged, empty, betrayed, hopeless",Construct a sentence using a list of emotive words,"discouraged, empty, betrayed, hopeless",0,1.0,"This query asks to construct a sentence using provided emotive words, which can be done creatively without requiring external information.",
Delete the adjective 'bustling' from the following sentence and rewrite it. The bustling city of Tokyo was awe-inspiring.,Delete the adjective 'bustling' from the following sentence and rewrite it.,The bustling city of Tokyo was awe-inspiring.,0,1.0,This query asks for paraphrasing with the removal of an adjective; it does not require any external data or specialized knowledge.,
"Summarize ""Alice in Wonderland"" nan","Summarize ""Alice in Wonderland""",,0,1.0,"This query asks for a summary of a well-known literary work, which can be answered using general knowledge without requiring external data retrieval.",
List the five best countries to visit in the world. nan,List the five best countries to visit in the world.,,0,1.0,"This query asks for a subjective opinion on the best countries to visit, which can be addressed through summarization or general knowledge without requiring specific external data.",
Generate a short story of an adventure in a magical forest. nan,Generate a short story of an adventure in a magical forest.,,0,1.0,"This is a request for creative writing, specifically generating a short story, which does not require retrieval of external factual data.",
Generate a haiku using natural sentences. nan,Generate a haiku using natural sentences.,,0,1.0,"This query asks for the generation of a haiku, which is a creative task that can be performed using general knowledge and does not require external retrieval.",
Change the phrasing of the sentence to avoid using a double negative. The project didn't not go as planned.,Change the phrasing of the sentence to avoid using a double negative.,The project didn't not go as planned.,0,1.0,"This query involves rephrasing a sentence based on grammatical rules, which can be addressed using general language knowledge without requiring external data.",
Suggest a soundtrack for the following movie trailer. Movie trailer description: A story about a troubled young girl trying to fit in and find her way.,Suggest a soundtrack for the following movie trailer.,Movie trailer description: A story about a troubled young girl trying to fit in and find her way.,0,1.0,"Suggesting a soundtrack can be done using general knowledge of music genres and popular songs that fit certain themes, without requiring external data retrieval.",
"Come up with a new arrangement for the given words. Small, homes, build",Come up with a new arrangement for the given words.,"Small, homes, build",0,1.0,This query involves creatively arranging given words into a sentence and does not require specific external information or factual data.,
Compare the features of a modern camera with those of a traditional camera. nan,Compare the features of a modern camera with those of a traditional camera.,,0,1.0,"This query involves comparing well-known categories of cameras and their features, which can be answered with general knowledge without requiring specialized or up-to-date information.",
Write a paragraph summarizing a given story. The Three Little Pigs,Write a paragraph summarizing a given story.,The Three Little Pigs,0,1.0,"This is a well-known story that most language models are familiar with, so no external retrieval is needed.",
List 5 common adjectives for describing a beautiful sunset. nan,List 5 common adjectives for describing a beautiful sunset.,,0,1.0,This query seeks commonly used descriptive words that can be provided from general knowledge about describing sunsets.,
Generate an algorithm for counting to five. nan,Generate an algorithm for counting to five.,,0,1.0,"The task involves creating a simple algorithm for counting up to five, which is a basic concept that can be explained using general knowledge without requiring specific external data.",
Write a press release announcing a new product launch. ABC Corporation is releasing their new XYZ device,Write a press release announcing a new product launch.,ABC Corporation is releasing their new XYZ device,0,1.0,"The query asks for the generation of a press release using provided specific information (ABC Corporation and XYZ device), which is a creative or generative task that does not require external factual data.",
Synonymise the word ‘intelligent’ nan,Synonymise the word ‘intelligent’,,0,1.0,"Finding a synonym for ""intelligent"" is a task that can be performed using general language understanding without requiring specific external data.",
Produce a list of 10 idioms relating to the given topic. Grief,Produce a list of 10 idioms relating to the given topic.,Grief,0,1.0,"The query asks for a list of idioms, which is something a language model can generate using its internal knowledge and patterns without needing external data sources.",
Outline a strategy for using productivity tools such as Asana. nan,Outline a strategy for using productivity tools such as Asana.,,0,1.0,"The query asks for a strategy to use Asana, which can be answered with general knowledge about productivity tools and best practices, without needing external factual data.",
"Train a model to classify the following data into two categories: red apples and green apples. red apple, red apple, red apple, green apple, green apple, red apple",Train a model to classify the following data into two categories: red apples and green apples.,"red apple, red apple, red apple, green apple, green apple, red apple",0,1.0,This query is about a classification task that can be addressed using general knowledge of categorization and does not require specific external information.,
"In 50 words or less, describe the benefits of traveling. nan","In 50 words or less, describe the benefits of traveling.",,0,1.0,"The query asks for a general summary of well-known benefits of traveling, which can be answered using common knowledge without requiring external data.",
"Write a rap line that rhymes with ""spring"". nan","Write a rap line that rhymes with ""spring"".",,0,1.0,"This query involves creating a rhyme, which is a generative task that does not require specific factual information and can be handled by the language model's internal knowledge.",
Present an argument in favor of using public transportation. nan,Present an argument in favor of using public transportation.,,0,1.0,"This query asks for a general argument in favor of using public transportation, which can be addressed with common knowledge about its benefits without requiring specific external data.",
Output the solution to the following equation: 10/2+3 nan,Output the solution to the following equation: 10/2+3,,0,1.0,"Solving this equation requires basic mathematical computation, which can be done using general knowledge and does not need external retrieval.",
Give an example of data that could be used to answer the following question. What is the average temperature in the United States?,Give an example of data that could be used to answer the following question.,What is the average temperature in the United States?,1,1.0,"This query asks for a specific example of data, which requires identifying specialized sources like NOAA records or meteorological reports to provide an accurate response.",
Provide an example of a conversation between two people discussing a recent event. nan,Provide an example of a conversation between two people discussing a recent event.,,0,1.0,"This query asks for an example of a conversation, which can be generated by the language model without requiring external data or fact-checking.",
Generate a list of at least 5 questions to ask a potential employer. nan,Generate a list of at least 5 questions to ask a potential employer.,,0,1.0,"This query asks for advice on crafting job interview questions, which can be answered using general knowledge about common interview practices without requiring external data.",
"In 1 sentence, describe 'X' in a realistic and captivating manner. X: A historic town","In 1 sentence, describe 'X' in a realistic and captivating manner.",X: A historic town,0,1.0,"This query requests a creative description of a general concept, which can be addressed by the model's existing knowledge without needing external information.",
"Generate at least 15 synonyms of the word ""planned"". nan","Generate at least 15 synonyms of the word ""planned"".",,0,1.0,This task asks for synonyms of a known word and does not require specific factual information; it can be answered using general language capabilities.,
Generate a list of questions that could be used to conduct an interview with a famous author. nan,Generate a list of questions that could be used to conduct an interview with a famous author.,,0,1.0,This query asks for a list of generic interview questions that can be generated from general knowledge without needing specific external data.,
Construct a dialogue about the pros and cons of travelling by plane. nan,Construct a dialogue about the pros and cons of travelling by plane.,,0,1.0,"This query asks for a general discussion of known pros and cons of traveling by plane, which can be addressed using common knowledge without requiring external data.",
Produce a five line haiku poem describing a sunset. nan,Produce a five line haiku poem describing a sunset.,,0,1.0,"The query asks for a creative writing task (a haiku), which does not require specific external information but can be generated using the model's own capabilities in poetry and language structure.",
Come up with a slogan for an online diversity and inclusion training. nan,Come up with a slogan for an online diversity and inclusion training.,,0,1.0,"This query asks for a slogan creation, which is a generative task requiring creativity rather than factual information. Language models can typically handle this without external data.",
What is the best way to train a cat to use the litter box? nan,What is the best way to train a cat to use the litter box?,,0,1.0,This query seeks standard advice that is commonly known and can be answered using general knowledge about cat training.,
"Find the five-letter word that is common in the following words.

tallness, abomination, solicitude nan","Find the five-letter word that is common in the following words.

tallness, abomination, solicitude",,-1,0.0,,
Convert 15 minutes in seconds. nan,Convert 15 minutes in seconds.,,0,1.0,This query involves a straightforward mathematical calculation (15 minutes x 60 seconds/minute) that a language model can perform using basic knowledge without requiring external data retrieval.,
Explain the process of cellular respiration in simple terms. nan,Explain the process of cellular respiration in simple terms.,,0,1.0,"This query requests a general explanation of a common scientific topic, which the language model can address using its existing knowledge.",
List 3 of the most commonly used programming languages nan,List 3 of the most commonly used programming languages,,0,1.0,This query asks for a commonly known fact about programming languages that can be answered using general knowledge without requiring external data.,
Create a list of three methods to improve customer retention nan,Create a list of three methods to improve customer retention,,0,1.0,"This query asks for a list of generic strategies (methods) to improve customer retention, which are common business practices and likely within the scope of general knowledge.",
"Classify the following statement: ""Air pollution has a negative effect on the environment."" nan","Classify the following statement: ""Air pollution has a negative effect on the environment.""",,0,1.0,"This is a general knowledge statement about air pollution and its effects, which can be classified without needing external retrieval.",
"Summarize the article ""Google Research Focuses on Neuroevolution"". nan","Summarize the article ""Google Research Focuses on Neuroevolution"".",,1,1.0,"The query asks for a summary of a specific article, which requires access to the article's content to provide an accurate and detailed summary.",
Propose a plan for reduced consumption of fossil fuels nan,Propose a plan for reduced consumption of fossil fuels,,0,1.0,"This query asks for a proposal, which involves generating ideas or strategies. While the topic is specific, the request does not require factual data but rather creative or strategic thinking that a language model can handle using its internal knowledge.",
"Summarize the argument in the text. In the book ""Crime and Punishment"" by Fyodor Dostoevsky, the main character, Raskolnikov, commits a murder in hope of revealing a higher purpose.",Summarize the argument in the text.,"In the book ""Crime and Punishment"" by Fyodor Dostoevsky, the main character, Raskolnikov, commits a murder in hope of revealing a higher purpose.",0,1.0,"This query provides all necessary context within itself for summarization, making external retrieval unnecessary.",
Explain why it is important to stay hydrated. nan,Explain why it is important to stay hydrated.,,0,1.0,"This is a generic question about health that can be answered using common knowledge, making retrieval unnecessary.",
Insert an appropriate connecting phrase in the given sentence. She's an excellent employee,Insert an appropriate connecting phrase in the given sentence.,She's an excellent employee,0,1.0,This query involves improving sentence structure by adding a transition phrase and does not require specific external information; it can be addressed using general language knowledge.,
Describe the production process of an autonomous vehicle. nan,Describe the production process of an autonomous vehicle.,,0,1.0,The query seeks a general explanation of a known process that can be answered using common knowledge about autonomous vehicle manufacturing without requiring specialized or up-to-date data.,
"Give the output for the following code: def my_function(x, y):
    return x + y
z = my_function(2, 3)",Give the output for the following code:,"def my_function(x, y):
    return x + y
z = my_function(2, 3)",0,1.0,This query asks for the output of a simple arithmetic operation that a language model can perform without needing external information or factual data.,
"Update the following sentence to include contractions and make it sound more natural: ""We are doing this for our own good"" nan","Update the following sentence to include contractions and make it sound more natural: ""We are doing this for our own good""",,0,1.0,"This query involves updating a sentence for style and naturalness, which can be addressed through paraphrasing or grammar adjustment without requiring external factual data.",
"Identify the type of conjugation for the verb ""ir"" in the following sentence. Eu irei.","Identify the type of conjugation for the verb ""ir"" in the following sentence.",Eu irei.,0,1.0,"The query asks about the conjugation of a common irregular verb in Portuguese (""ir""), which is knowledge that a language model should have within its general knowledge base.",
Name three common services provided by an accountant. nan,Name three common services provided by an accountant.,,0,1.0,This query asks for general information about standard accounting services that are widely known and can typically be answered from the language model's internal knowledge without requiring external data.,
Provide five tips for effective customer service. nan,Provide five tips for effective customer service.,,0,1.0,"This query asks for general advice on customer service, which is a well-known topic and can be answered using common knowledge without needing external data.",
Compare the differences between artificial intelligence and human intelligence. nan,Compare the differences between artificial intelligence and human intelligence.,,0,1.0,"This query asks for a general comparison between AI and human intelligence, which can be addressed using foundational knowledge about the two without requiring specialized or up-to-date external data.",
"Rewrite this sentence to make it more formal:
This work is really really really great. nan","Rewrite this sentence to make it more formal:
This work is really really really great.",,0,1.0,"This query involves rephrasing or modifying a sentence for formality, which is a generic language transformation task that can be addressed using standard text generation capabilities without requiring external data retrieval.",
Create an HTML that shows a sparking background. It should look like the night sky. nan,Create an HTML that shows a sparking background. It should look like the night sky.,,0,1.0,This query asks for guidance on creating HTML code with a sparkling background resembling the night sky. Such information can be derived from general programming knowledge and does not require external retrieval.,
Generate an appropriate feedback after the GPT model completes this task. nan,Generate an appropriate feedback after the GPT model completes this task.,,0,1.0,This query requests a general task (feedback generation) that does not require specific external information and can be addressed using the model's built-in capabilities.,
Design a web page showing the temperature of a city. nan,Design a web page showing the temperature of a city.,,0,1.0,"This query is about designing a web page to display temperature, which is a programming task that can typically be answered using general coding knowledge without requiring external data retrieval.",
List three possible methods for improving a website's search engine optimization. nan,List three possible methods for improving a website's search engine optimization.,,0,1.0,"This query seeks common knowledge about SEO techniques, which a language model can address using its existing knowledge without requiring external data retrieval.",
"Rearrange this sentence to make it succinct. The television was streaming the latest episode, which the family was finishing up.",Rearrange this sentence to make it succinct.,"The television was streaming the latest episode, which the family was finishing up.",0,1.0,"This query asks for sentence restructuring, which is a task of paraphrasing or summarization that doesn't require external information and can be handled by the language model's capabilities.",
"Given the following two sentences, create a sentence about the connection between them. Scott has an old, rusty car.
Eric has a new and shiny car.","Given the following two sentences, create a sentence about the connection between them.","Scott has an old, rusty car.
Eric has a new and shiny car.",0,1.0,"This query asks for a connection between two provided sentences, which can be answered through summarization or paraphrasing without requiring external factual data.",
Summarize the effect of climate change on wildlife nan,Summarize the effect of climate change on wildlife,,0,1.0,This request is for a general summary that can be synthesized from common knowledge about climate change's effects on wildlife without needing external data retrieval.,
