query,instruction,context,predicted_label,confidence,reasoning
What public health inventions did Louis Pasteur contribute to society? ,What public health inventions did Louis Pasteur contribute to society?,,1,1.0,
"Categorize each of the following as reptiles, vegetables or body parts: elbow, iguana, toe, lettuce, broccoli, turtle, shin, eye, okra, alligator, ear, finger, python, anaconda, and cabbage. ","Categorize each of the following as reptiles, vegetables or body parts: elbow, iguana, toe, lettuce, broccoli, turtle, shin, eye, okra, alligator, ear, finger, python, anaconda, and cabbage.",,1,1.0,"This query requires classifying items into three distinct categories, which involves retrieving and applying knowledge about biological classifications and food types."
"In the series A Song of Ice and Fire, who is the founder of House Corbray? ","In the series A Song of Ice and Fire, who is the founder of House Corbray?",,1,1.0,
What is a baby cat called? ,What is a baby cat called?,,0,1.0,This is a common piece of general knowledge that a language model is likely to know without needing to retrieve information from an external source.
"Given this paragraph, what is the out of state acceptance rate at the University of Virginia? For the undergraduate Class of 2023, the University of Virginia received a record 40,815 applications, admitting 24 percent. Approximately 40 percent of those admitted are non-white. Matriculated students come from all 50 states and 147 foreign countries. UVA is required, by Virginia state law, to matriculate two-thirds of its undergraduate student body from its pool of in-state applicants. As a result, its acceptance rate for in-state students (36 percent) is nearly twice the out-of-state rate (19 percent) as of 2019. The university has seen steady increases to its applicant pool in recent decades, and the number of applications has more than doubled since the Class of 2008 received 15,094 applications. As of 2014, 93 percent of admitted applicants ranked in the top 10 percent of their high school classes.","Given this paragraph, what is the out of state acceptance rate at the University of Virginia?","For the undergraduate Class of 2023, the University of Virginia received a record 40,815 applications, admitting 24 percent. Approximately 40 percent of those admitted are non-white. Matriculated students come from all 50 states and 147 foreign countries. UVA is required, by Virginia state law, to matriculate two-thirds of its undergraduate student body from its pool of in-state applicants. As a result, its acceptance rate for in-state students (36 percent) is nearly twice the out-of-state rate (19 percent) as of 2019. The university has seen steady increases to its applicant pool in recent decades, and the number of applications has more than doubled since the Class of 2008 received 15,094 applications. As of 2014, 93 percent of admitted applicants ranked in the top 10 percent of their high school classes.",0,1.0,
"Classify these as having wheels or not having wheels: car, plane, boat, bicycle, drone, street, motorcycle ","Classify these as having wheels or not having wheels: car, plane, boat, bicycle, drone, street, motorcycle",,0,1.0,This query asks for a classification based on a simple concept (wheels) and can be answered using general knowledge about these objects.
What are the best hairstyles for a round face? ,What are the best hairstyles for a round face?,,1,1.0,"This query seeks specific advice on a stylistic topic, requiring knowledge of beauty trends and face shape analysis, which is best sourced from external beauty or fashion resources."
5 fruits more healthy than apples ,5 fruits more healthy than apples,,1,1.0,
Best film in Motion Picture  27th Screen Actors Guild(SAG) Awards was given to which film? ,Best film in Motion Picture  27th Screen Actors Guild(SAG) Awards was given to which film?,,1,1.0,
Brainstorm sea shanty lyrics ,Brainstorm sea shanty lyrics,,0,1.0,"This query asks for creative content generation, not factual information retrieval. A language model can brainstorm lyrics based on its understanding of language and patterns."
How did 'March Madness' get its name? ,How did 'March Madness' get its name?,,1,1.0,"This query asks for the origin of a specific term ('March Madness'), which requires historical or cultural information likely not stored within a typical language model."
"Which of the following items are for little kids? 
toy, car, airplane, diaper, sippy cup, computer, lighter, onesie, and microwave. ","Which of the following items are for little kids? 
toy, car, airplane, diaper, sippy cup, computer, lighter, onesie, and microwave.",,0,1.0,This query can be answered based on general knowledge about items typically associated with young children.
"In Islam, cateogorize each of the following as either 'haram' or 'halal'. Pork, Beef, Chicken, Fish, Alcohol, fasting. ","In Islam, cateogorize each of the following as either 'haram' or 'halal'. Pork, Beef, Chicken, Fish, Alcohol, fasting.",,1,1.0,
What story does your family always tell about you? ,What story does your family always tell about you?,,0,1.0,"This is a question about the model's personal narrative, which is part of its training data and can be answered without external retrieval."
Write a brief summary of Nezami Ganjavi's Layli and Majnun. ,Write a brief summary of Nezami Ganjavi's Layli and Majnun.,,0,1.0,
What is the Research Collaboratory for Structural Bioinformatics Protein Data Bank (RCSB PDB)? ,What is the Research Collaboratory for Structural Bioinformatics Protein Data Bank (RCSB PDB)?,,1,1.0,
“Social Distancing”  refers to keeping a safe distance of ,“Social Distancing”  refers to keeping a safe distance of,,1,1.0,"This query seeks a specific definition for ""Social Distancing,"" requiring factual information about the recommended distance."
"How large is the Tennessee River? The Tennessee River is the largest tributary of the Ohio River. It is approximately 652 miles (1,049 km) long and is located in the southeastern United States in the Tennessee Valley. The river was once popularly known as the Cherokee River, among other names, as the Cherokee people had their homelands along its banks, especially in what are now East Tennessee and northern Alabama. Additionally, its tributary, the Little Tennessee River, flows into it from Western North Carolina and northeastern Georgia, where the river also was bordered by numerous Cherokee towns. Its current name is derived from the Cherokee town, Tanasi, which was located on the Tennessee side of the Appalachian Mountains",How large is the Tennessee River?,"The Tennessee River is the largest tributary of the Ohio River. It is approximately 652 miles (1,049 km) long and is located in the southeastern United States in the Tennessee Valley. The river was once popularly known as the Cherokee River, among other names, as the Cherokee people had their homelands along its banks, especially in what are now East Tennessee and northern Alabama. Additionally, its tributary, the Little Tennessee River, flows into it from Western North Carolina and northeastern Georgia, where the river also was bordered by numerous Cherokee towns. Its current name is derived from the Cherokee town, Tanasi, which was located on the Tennessee side of the Appalachian Mountains",0,1.0,The query's answer (the length of the Tennessee River) is provided directly within the text itself.
Which classical composer was deaf? ,Which classical composer was deaf?,,1,1.0,
"Identify which instrument is string or percussion: Bass drum, Goje ","Identify which instrument is string or percussion: Bass drum, Goje",,1,1.0,"This query requires knowing the specific classification of musical instruments (string or percussion), which is a factual lookup that likely necessitates an external music database or encyclopedia."
How can I do a figure skating salchow jump? ,How can I do a figure skating salchow jump?,,1,1.0,"This query requires specific instructions and technical details about a physical skill, which are best obtained from external sources like instructional videos or skating guides."
"Can you tell me about the Porsche 993 targa? The Targa version of the 993 was introduced in the 1996 model year and was the debut of the so-called ""greenhouse"" system - a retractable glass roof, a design continued on the 996 and 997 Targa. The glass roof retracts underneath the rear window, revealing a large opening. This system was a complete redesign, as previous Targa models had a removable roof section and a wide B-pillar functioning as a roll bar. The new glass-roof design allowed the 993 Targa to retain the same side-on profile as the other 911 Carrera variants and finish without the inconvenience of storing the removed top of the old system. The Targa is based on the 993 Carrera cabriolet with the Targa glass roof replacing the fabric roof.",Can you tell me about the Porsche 993 targa?,"The Targa version of the 993 was introduced in the 1996 model year and was the debut of the so-called ""greenhouse"" system - a retractable glass roof, a design continued on the 996 and 997 Targa. The glass roof retracts underneath the rear window, revealing a large opening. This system was a complete redesign, as previous Targa models had a removable roof section and a wide B-pillar functioning as a roll bar. The new glass-roof design allowed the 993 Targa to retain the same side-on profile as the other 911 Carrera variants and finish without the inconvenience of storing the removed top of the old system. The Targa is based on the 993 Carrera cabriolet with the Targa glass roof replacing the fabric roof.",0,1.0,"The query asks for information about the Porsche 993 Targa, and the provided text already contains a detailed description of its features and history."
"What does ""digital nomads"" mean? ","What does ""digital nomads"" mean?",,0,1.0,"This query seeks a definition, which can be answered by a language model's general knowledge about common terms and concepts."
What are some best practices to keep car tires from losing tread prematurely ,What are some best practices to keep car tires from losing tread prematurely,,1,1.0,
Which is the albino direwolf in Game of Thrones? ,Which is the albino direwolf in Game of Thrones?,,1,1.0,
"Given this paragraph about ext3, tell me why its better than ext2 and its successor. ext3, or third extended filesystem, is a journaled file system that is commonly used by the Linux kernel. It used to be the default file system for many popular Linux distributions. Stephen Tweedie first revealed that he was working on extending ext2 in Journaling the Linux ext2fs Filesystem in a 1998 paper, and later in a February 1999 kernel mailing list posting. The filesystem was merged with the mainline Linux kernel in November 2001 from 2.4.15 onward. Its main advantage over ext2 is journaling, which improves reliability and eliminates the need to check the file system after an unclean shutdown. Its successor is ext4","Given this paragraph about ext3, tell me why its better than ext2 and its successor.","ext3, or third extended filesystem, is a journaled file system that is commonly used by the Linux kernel. It used to be the default file system for many popular Linux distributions. Stephen Tweedie first revealed that he was working on extending ext2 in Journaling the Linux ext2fs Filesystem in a 1998 paper, and later in a February 1999 kernel mailing list posting. The filesystem was merged with the mainline Linux kernel in November 2001 from 2.4.15 onward. Its main advantage over ext2 is journaling, which improves reliability and eliminates the need to check the file system after an unclean shutdown. Its successor is ext4",0,1.0,The query asks for a comparison based on information already provided in the paragraph about ext3's advantages over ext2 and ext4.
Why do people shake hands? ,Why do people shake hands?,,1,1.0,"This query seeks an explanation for a social custom, which likely involves historical and cultural context that a language model wouldn't inherently know."
"Which parks are popular in London? A 2013 report by the City of London Corporation said that London is the ""greenest city"" in Europe with 14,164 hectares (35,000 acres) of public parks, woodlands and gardens. The largest parks in the central area of London are three of the eight Royal Parks, namely Hyde Park and its neighbour Kensington Gardens in the west, and Regent's Park to the north. Hyde Park in particular is popular for sports and sometimes hosts open-air concerts. Regent's Park contains London Zoo, the world's oldest scientific zoo, and is near Madame Tussauds Wax Museum. Primrose Hill, immediately to the north of Regent's Park, at 256 feet (78 m) is a popular spot from which to view the city skyline.",Which parks are popular in London?,"A 2013 report by the City of London Corporation said that London is the ""greenest city"" in Europe with 14,164 hectares (35,000 acres) of public parks, woodlands and gardens. The largest parks in the central area of London are three of the eight Royal Parks, namely Hyde Park and its neighbour Kensington Gardens in the west, and Regent's Park to the north. Hyde Park in particular is popular for sports and sometimes hosts open-air concerts. Regent's Park contains London Zoo, the world's oldest scientific zoo, and is near Madame Tussauds Wax Museum. Primrose Hill, immediately to the north of Regent's Park, at 256 feet (78 m) is a popular spot from which to view the city skyline.",1,1.0,
What is the best swimming form? ,What is the best swimming form?,,1,1.0,
"What is Denville Station? Denville is an active commuter railroad train station in Denville Township, Morris County, New Jersey. Located on Estling Road, the station contains three side platforms–two curved low-level platforms that service New Jersey Transit's Morristown Line, and a third that services their Montclair-Boonton Line. Both platforms on the Morristown Line contain miniature high-level platforms for handicap accessibility. Trains on both lines operate between Hoboken Terminal, New York Penn Station and Hackettstown. Heading westbound, the next station is Dover while the next station east on the Morristown Line is Mount Tabor. The next station east on the Montclair-Boonton Line is Mountain Lakes.",What is Denville Station?,"Denville is an active commuter railroad train station in Denville Township, Morris County, New Jersey. Located on Estling Road, the station contains three side platforms–two curved low-level platforms that service New Jersey Transit's Morristown Line, and a third that services their Montclair-Boonton Line. Both platforms on the Morristown Line contain miniature high-level platforms for handicap accessibility. Trains on both lines operate between Hoboken Terminal, New York Penn Station and Hackettstown. Heading westbound, the next station is Dover while the next station east on the Morristown Line is Mount Tabor. The next station east on the Montclair-Boonton Line is Mountain Lakes.",0,1.0,"The query asks for a description of Denville Station, and the provided context already gives a detailed answer about its location, platforms, and train lines."
How do you get a six pack? ,How do you get a six pack?,,1,1.0,
Tell me more about congratulatory message. ,Tell me more about congratulatory message.,,0,1.0,"This query seeks general information about a type of message, which can be addressed using the language model's knowledge about communication and social conventions."
"Classify each of the following as either birds or mammals: Eagle, Bear, Deer, Finch, Owl, Cat, Dog, Rat, Human, Whale, Raven ","Classify each of the following as either birds or mammals: Eagle, Bear, Deer, Finch, Owl, Cat, Dog, Rat, Human, Whale, Raven",,0,1.0,"This query requires classifying items based on general knowledge about animal categories, which a language model could answer without needing external data."
Why is skiing a great sport? ,Why is skiing a great sport?,,0,1.0,"This query asks for an opinion or subjective viewpoint on skiing, which can be answered based on general knowledge about the sport's characteristics and benefits."
How old was Mozart when he first performed? ,How old was Mozart when he first performed?,,1,1.0,
"Identify which instrument is string or percussion: Skrabalai, Zeze ","Identify which instrument is string or percussion: Skrabalai, Zeze",,1,1.0,"This query requires knowing the specific classification of two musical instruments, which is a factual lookup that likely necessitates an external music database or encyclopedia."
"Which of the following are beach wear vs what one would wear on a cold winter trek? If there are common items, create a third category called 'Common':

Socks
Hats
Neck gaiter
Sunglasses
Swimsuits
Undershirts
Cover-ups
Down jacket
Trek poles
Water Shoes
Beanie
Sandals ","Which of the following are beach wear vs what one would wear on a cold winter trek? If there are common items, create a third category called 'Common':

Socks
Hats
Neck gaiter
Sunglasses
Swimsuits
Undershirts
Cover-ups
Down jacket
Trek poles
Water Shoes
Beanie
Sandals",,0,1.0,"This query requires categorization based on common sense knowledge about clothing and activities, which a language model can likely deduce without needing external data."
"Given a reference text about the 2008 Pittsburgh Pirates season, what was their record for the season? The 2008 Pittsburgh Pirates season was the 127th season of the franchise; the 122nd in the National League. This was their eighth season at PNC Park. It was the first under new president Frank Coonelly, general manager Neal Huntington, and manager John Russell. Unable to improve on their 68–94, last place finish during the 2007 season, the Pirates had not had a winning record or made it to the playoffs since 1992, and finished 67–95 for their 16th straight losing season. The season was the final of play-by-play announcer Lanny Frattare, whose 33-year tenure as Pirates' broadcaster was the longest in franchise history.","Given a reference text about the 2008 Pittsburgh Pirates season, what was their record for the season?","The 2008 Pittsburgh Pirates season was the 127th season of the franchise; the 122nd in the National League. This was their eighth season at PNC Park. It was the first under new president Frank Coonelly, general manager Neal Huntington, and manager John Russell. Unable to improve on their 68–94, last place finish during the 2007 season, the Pirates had not had a winning record or made it to the playoffs since 1992, and finished 67–95 for their 16th straight losing season. The season was the final of play-by-play announcer Lanny Frattare, whose 33-year tenure as Pirates' broadcaster was the longest in franchise history.",0,1.0,The answer to the query (67-95) is explicitly stated within the provided reference text.
"Depict the valuation of Adani group as mentioned in the passage. For representation, use the format ‘Month Year, Valuation in US$’. Adani Group is an Indian multinational conglomerate, headquartered in Ahmedabad. It was founded by Gautam Adani in 1988 as a commodity trading business, with the flagship company Adani Enterprises. The Group's diverse businesses include port management, electric power generation and transmission, renewable energy, mining, airport operations, natural gas, food processing and infrastructure.

In April 2021, Adani Group crossed US$100 billion in market capitalization, and in April 2022 it crossed the $200 billion mark, in both cases becoming the third Indian conglomerate to do so, after Tata Group and Reliance Industries. In November 2022, it reached $280 billion (INR 24 trillion) surpassing Tata Group. Adani subsequently lost more than $104 billion of market capitalization after fraud and market manipulation allegations by short-seller firm Hindenburg Research. The Adani Group has also attracted other controversies due to various reports of irregular practices. More than 60 percent of the Adani Group's revenue is derived from coal-related businesses. The company's corporate debt totaled $30 billion in 2022.","Depict the valuation of Adani group as mentioned in the passage. For representation, use the format ‘Month Year, Valuation in US$’.","Adani Group is an Indian multinational conglomerate, headquartered in Ahmedabad. It was founded by Gautam Adani in 1988 as a commodity trading business, with the flagship company Adani Enterprises. The Group's diverse businesses include port management, electric power generation and transmission, renewable energy, mining, airport operations, natural gas, food processing and infrastructure.

In April 2021, Adani Group crossed US$100 billion in market capitalization, and in April 2022 it crossed the $200 billion mark, in both cases becoming the third Indian conglomerate to do so, after Tata Group and Reliance Industries. In November 2022, it reached $280 billion (INR 24 trillion) surpassing Tata Group. Adani subsequently lost more than $104 billion of market capitalization after fraud and market manipulation allegations by short-seller firm Hindenburg Research. The Adani Group has also attracted other controversies due to various reports of irregular practices. More than 60 percent of the Adani Group's revenue is derived from coal-related businesses. The company's corporate debt totaled $30 billion in 2022.",1,1.0,
Give me a bulleted list of tech billionaires. ,Give me a bulleted list of tech billionaires.,,1,1.0,
"In the series A Song of Ice and Fire, who is the founder of House Longwaters? ","In the series A Song of Ice and Fire, who is the founder of House Longwaters?",,1,1.0,
When did the Portuguese royal family move to Brazil? ,When did the Portuguese royal family move to Brazil?,,1,1.0,
Where are brook trout found? ,Where are brook trout found?,,1,1.0,
"From the passage provided, extract the GSDP of Andhra Pradesh Andhra Pradesh comprises three major regions namely Rayalaseema in the south-west, Coastal Andhra bordering the Bay of Bengal in the east and Uttarandhra at north-east. The state has 26 districts, 6 in Uttarandhra, 12 in Coastal Andhra and 8 in Rayalaseema. The state also borders a union territory, Yanam – a district of Puducherry, which lies to the south of Kakinada in the Godavari delta on the eastern side of the state. The economy of Andhra Pradesh is the 8th largest in India, with a gross state domestic product (GSDP) of ₹8.84 trillion (US$110 billion) and has the country's 17th-highest GSDP per capita of ₹170,000 (US$2,100). Andhra Pradesh ranks 27th among Indian states in Human Development Index (HDI). It has a jurisdiction over almost 15,000 square kilometres (5,800 sq mi) of territorial waters.","From the passage provided, extract the GSDP of Andhra Pradesh","Andhra Pradesh comprises three major regions namely Rayalaseema in the south-west, Coastal Andhra bordering the Bay of Bengal in the east and Uttarandhra at north-east. The state has 26 districts, 6 in Uttarandhra, 12 in Coastal Andhra and 8 in Rayalaseema. The state also borders a union territory, Yanam – a district of Puducherry, which lies to the south of Kakinada in the Godavari delta on the eastern side of the state. The economy of Andhra Pradesh is the 8th largest in India, with a gross state domestic product (GSDP) of ₹8.84 trillion (US$110 billion) and has the country's 17th-highest GSDP per capita of ₹170,000 (US$2,100). Andhra Pradesh ranks 27th among Indian states in Human Development Index (HDI). It has a jurisdiction over almost 15,000 square kilometres (5,800 sq mi) of territorial waters.",0,1.0,The GSDP of Andhra Pradesh is explicitly stated in the provided passage: ₹8.84 trillion (US$110 billion).
"Did the dome last as long as it was designed for? After an ice storm in December 2015, the 13-year-old dome collapsed. It housed several events for indoor track athletes, including practices and meets, practice room for all winter sports teams, physical education classes, and various community events.

The dome was designed by Air Structures American Technologies Inc. and cost $3 million at the time of its construction in 2002. It was meant to last 15–20 years.",Did the dome last as long as it was designed for?,"After an ice storm in December 2015, the 13-year-old dome collapsed. It housed several events for indoor track athletes, including practices and meets, practice room for all winter sports teams, physical education classes, and various community events.

The dome was designed by Air Structures American Technologies Inc. and cost $3 million at the time of its construction in 2002. It was meant to last 15–20 years.",1,1.0,
"Given this paragraph about Atlantic Hall in Nigeria, how many students does it hold, where is located and when did it open? Atlantic Hall is a private coeducational secondary school in Epe, Lagos State, Nigeria which holds about 600 students and is located about 70 kilometres from Lagos. It opened in 1989 in the Maryland area, Ikeja, Lagos State, with dormitories close to Eko Hospital Ikeja, before relocating to Poka Epe in the mid-nineties. Its landmark include Pobuna Junior and Senior High School with close proximity to Araga in Epe.","Given this paragraph about Atlantic Hall in Nigeria, how many students does it hold, where is located and when did it open?","Atlantic Hall is a private coeducational secondary school in Epe, Lagos State, Nigeria which holds about 600 students and is located about 70 kilometres from Lagos. It opened in 1989 in the Maryland area, Ikeja, Lagos State, with dormitories close to Eko Hospital Ikeja, before relocating to Poka Epe in the mid-nineties. Its landmark include Pobuna Junior and Senior High School with close proximity to Araga in Epe.",1,1.0,"The query asks for specific details (number of students, location, and opening date) that are explicitly mentioned within the provided text."
"How many types of serves exist in tennis? A serve (or, more formally, a service) in tennis is a shot to begin the point. The most common serve is used is an overhead serve. It is initiated by tossing the ball into the air over the server's head and hitting it when the arm is fully stretched out (usually near the apex of its trajectory) into the diagonally opposite service box without touching the net. The server may employ different types of serve: a flat, a top-spin, an American twist (or kick), or a slice serve. A severely sliced serve is sometimes called a sidespin. Some servers are content to use the serve simply to initiate the point; advanced players often try to hit a winning shot with their serve. A winning serve that is not touched by the opponent is called an ace.",How many types of serves exist in tennis?,"A serve (or, more formally, a service) in tennis is a shot to begin the point. The most common serve is used is an overhead serve. It is initiated by tossing the ball into the air over the server's head and hitting it when the arm is fully stretched out (usually near the apex of its trajectory) into the diagonally opposite service box without touching the net. The server may employ different types of serve: a flat, a top-spin, an American twist (or kick), or a slice serve. A severely sliced serve is sometimes called a sidespin. Some servers are content to use the serve simply to initiate the point; advanced players often try to hit a winning shot with their serve. A winning serve that is not touched by the opponent is called an ace.",0,1.0,
"How do you play the game of LoL? League of Legends (LoL), commonly referred to as League, is a 2009 multiplayer online battle arena video game developed and published by Riot Games. Inspired by Defense of the Ancients, a custom map for Warcraft III, Riot's founders sought to develop a stand-alone game in the same genre. Since its release in October 2009, League has been free-to-play and is monetized through purchasable character customization. The game is available for Microsoft Windows and macOS.

In the game, two teams of five players battle in player-versus-player combat, each team occupying and defending their half of the map. Each of the ten players controls a character, known as a ""champion"", with unique abilities and differing styles of play. During a match, champions become more powerful by collecting experience points, earning gold, and purchasing items to defeat the opposing team. In League's main mode, Summoner's Rift, a team wins by pushing through to the enemy base and destroying their ""Nexus"", a large structure located within.",How do you play the game of LoL?,"League of Legends (LoL), commonly referred to as League, is a 2009 multiplayer online battle arena video game developed and published by Riot Games. Inspired by Defense of the Ancients, a custom map for Warcraft III, Riot's founders sought to develop a stand-alone game in the same genre. Since its release in October 2009, League has been free-to-play and is monetized through purchasable character customization. The game is available for Microsoft Windows and macOS.

In the game, two teams of five players battle in player-versus-player combat, each team occupying and defending their half of the map. Each of the ten players controls a character, known as a ""champion"", with unique abilities and differing styles of play. During a match, champions become more powerful by collecting experience points, earning gold, and purchasing items to defeat the opposing team. In League's main mode, Summoner's Rift, a team wins by pushing through to the enemy base and destroying their ""Nexus"", a large structure located within.",1,1.0,
Why can helicopters not fly as fast as airplanes? ,Why can helicopters not fly as fast as airplanes?,,1,1.0,"This query requires an explanation of the aerodynamic principles behind helicopter and airplane flight, which involves specific technical details and comparisons."
"Categorize each of the following fundamental particles as either interacting via the strong force, the electromagnetic force, the weak force,  or the gravitation force: a neutrino, an electron, a proton, a neutron. ","Categorize each of the following fundamental particles as either interacting via the strong force, the electromagnetic force, the weak force,  or the gravitation force: a neutrino, an electron, a proton, a neutron.",,1,1.0,
"Where is the Kilo railway station Kilo is a station on the VR commuter rail network on the Rantarata line located in Kilo, a district of the city of Espoo in Finland. It is situated between Leppävaara railway station and Kera railway station, approximately 13 kilometres (8.1 mi) northwest/west of Helsinki Central railway station.",Where is the Kilo railway station,"Kilo is a station on the VR commuter rail network on the Rantarata line located in Kilo, a district of the city of Espoo in Finland. It is situated between Leppävaara railway station and Kera railway station, approximately 13 kilometres (8.1 mi) northwest/west of Helsinki Central railway station.",0,1.0,"The query asks for the location of a specific railway station, which is already described in the provided context."
What is the study of flags called? ,What is the study of flags called?,,0,1.0,This is a general knowledge question about a specific term (vexillology). A language model should be able to answer this without needing external retrieval.
"From the passage below, please locate the birthdate of William Harrison. William Henry Harrison (February 9, 1773 – April 4, 1841) was an American military officer and politician who served as the ninth president of the United States. Harrison died just 31 days after his inauguration in 1841, and had the shortest presidency in United States history. He was also the first United States president to die in office, and a brief constitutional crisis resulted as presidential succession was not then fully defined in the United States Constitution. Harrison was the last president born as a British subject in the Thirteen Colonies and was the paternal grandfather of Benjamin Harrison, the 23rd president of the United States.","From the passage below, please locate the birthdate of William Harrison.","William Henry Harrison (February 9, 1773 – April 4, 1841) was an American military officer and politician who served as the ninth president of the United States. Harrison died just 31 days after his inauguration in 1841, and had the shortest presidency in United States history. He was also the first United States president to die in office, and a brief constitutional crisis resulted as presidential succession was not then fully defined in the United States Constitution. Harrison was the last president born as a British subject in the Thirteen Colonies and was the paternal grandfather of Benjamin Harrison, the 23rd president of the United States.",0,1.0,The birthdate of William Harrison is explicitly stated in the provided passage.
"Which do you prefer, cakes or pies? Describe why you believe this way. ","Which do you prefer, cakes or pies? Describe why you believe this way.",,0,1.0,This is an opinion-based question that does not require any external information. The response can be generated based on pre-existing patterns and knowledge about preferences.
"When was the second series of Renminbi banknotes introduced in China? The second series of Renminbi banknotes was introduced on March 1, 1955. Together with the introduction of the second series, the decimal point was moved 4 places to the left. As a result, one first series ¥10,000 note is equivalent to one second series ¥1 note. Though rarely used, coins of the 2nd series are still valid in the PRC, and the PBC also put new coins to the market.",When was the second series of Renminbi banknotes introduced in China?,"The second series of Renminbi banknotes was introduced on March 1, 1955. Together with the introduction of the second series, the decimal point was moved 4 places to the left. As a result, one first series ¥10,000 note is equivalent to one second series ¥1 note. Though rarely used, coins of the 2nd series are still valid in the PRC, and the PBC also put new coins to the market.",0,1.0,The query's answer is explicitly stated within the provided text.
What are some novice running tips? ,What are some novice running tips?,,0,1.0,"This query seeks general advice, which can be provided based on common knowledge about running and is not dependent on retrieving specific external data."
Give me a list of five languages which I should make my kids learn. ,Give me a list of five languages which I should make my kids learn.,,0,1.0,
Why do people enjoy the beach? ,Why do people enjoy the beach?,,0,1.0,
Why is the ice smooth during ice hockey games? ,Why is the ice smooth during ice hockey games?,,1,1.0,"This query requires understanding the specific processes and conditions involved in preparing an ice rink for hockey, which likely involves information about ice resurfacing techniques and materials."
"What is Biryani? Biryani is a mixed rice dish originating among the Muslims of the Indian subcontinent. It is made with Indian spices, rice, and usually some type of meat (chicken, beef, goat, lamb, prawn, and fish), or in some cases without any meat, and sometimes, in addition, eggs and potatoes.

Biryani is one of the most popular dishes in South Asia, as well as among the diaspora from the region. Similar dishes are also prepared in other parts of the world such as in Iraq, Myanmar, Thailand, and Malaysia. Biryani is the single most-ordered dish on Indian online food ordering and delivery services and has been labeled as the most popular dish overall in India.",What is Biryani?,"Biryani is a mixed rice dish originating among the Muslims of the Indian subcontinent. It is made with Indian spices, rice, and usually some type of meat (chicken, beef, goat, lamb, prawn, and fish), or in some cases without any meat, and sometimes, in addition, eggs and potatoes.

Biryani is one of the most popular dishes in South Asia, as well as among the diaspora from the region. Similar dishes are also prepared in other parts of the world such as in Iraq, Myanmar, Thailand, and Malaysia. Biryani is the single most-ordered dish on Indian online food ordering and delivery services and has been labeled as the most popular dish overall in India.",0,1.0,"The query provides a definition and description of Biryani, which can be considered general knowledge that a language model could potentially learn and provide without needing external retrieval."
Where should I go for vacation? ,Where should I go for vacation?,,0,1.0,
What is the best way to teach your kids how to read? ,What is the best way to teach your kids how to read?,,0,1.0,
What is the keto diet?   Is it a good way to lose weight? ,What is the keto diet?   Is it a good way to lose weight?,,1,1.0,"This query requires information about the specifics of the keto diet and its potential weight loss effects, which are likely to be found in external health and nutrition resources."
What is Categorization and Sentiment Analysis ,What is Categorization and Sentiment Analysis,,0,1.0,"This query seeks definitions of two concepts, Categorization and Sentiment Analysis, which are generally considered part of a language model's knowledge base."
"How much of the earth is covered in land? Earth is the third planet from the Sun and the only place known in the universe where life has originated and found habitability. While Earth may not contain the largest volumes of water in the Solar System, only Earth sustains liquid surface water, extending over 70.8% of the Earth with its ocean, making Earth an ocean world. Earth's polar regions currently retain most of all other water with large sheets of ice covering ocean and land, dwarfing Earth's groundwater, lakes, rivers and atmospheric water. Land, consisting of continents and islands, extends over 29.2% of the Earth and is widely covered by vegetation. Below Earth's surface material lies Earth's crust consisting of several slowly moving tectonic plates, which interact to produce mountain ranges, volcanoes, and earthquakes. Earth's liquid outer core generates a magnetic field that shapes the magnetosphere of Earth, largely deflecting destructive solar winds and cosmic radiation.",How much of the earth is covered in land?,"Earth is the third planet from the Sun and the only place known in the universe where life has originated and found habitability. While Earth may not contain the largest volumes of water in the Solar System, only Earth sustains liquid surface water, extending over 70.8% of the Earth with its ocean, making Earth an ocean world. Earth's polar regions currently retain most of all other water with large sheets of ice covering ocean and land, dwarfing Earth's groundwater, lakes, rivers and atmospheric water. Land, consisting of continents and islands, extends over 29.2% of the Earth and is widely covered by vegetation. Below Earth's surface material lies Earth's crust consisting of several slowly moving tectonic plates, which interact to produce mountain ranges, volcanoes, and earthquakes. Earth's liquid outer core generates a magnetic field that shapes the magnetosphere of Earth, largely deflecting destructive solar winds and cosmic radiation.",0,1.0,
What is an aurora? ,What is an aurora?,,0,1.0,"This query asks for a general definition of a natural phenomenon, which can be answered using a language model's existing knowledge about auroras."
Can Solar panels help you maintain power during a storm ? ,Can Solar panels help you maintain power during a storm ?,,1,1.0,
