query,instruction,predicted_label,confidence,reasoning,think
Where is Muckle Water?,Where is Muckle Water?,1,1.0,"The query asks about the location of ""Muckle Water,"" which may require specialized or factual knowledge that isn't commonly available in general knowledge.",
Who composed the theme song for the movie Marvin's Room?,Who composed the theme song for the movie Marvin's Room?,1,1.0,"The query asks for specific information about the composer of a theme song from a particular movie, requiring access to external data about the film's soundtrack.",
"Based on this passage, which years did the Patriots win the Super Bowl?","Based on this passage, which years did the Patriots win the Super Bowl?",1,1.0,This query asks for specific information that may be detailed and reliant on external data from a provided passage.,
What type of YouTube Channel did Danla Bilic have?,What type of YouTube Channel did Danla Bilic have?,1,1.0,"Determining the exact type of YouTube content Danla Bilic focuses on requires specific and possibly updated information, which may not be commonly known without external data.",
What was the 97th Rifle Division,What was the 97th Rifle Division,1,1.0,"The query asks for detailed information about a specific military division, which is a factual lookup requiring specialized or historical data.",
Who is the youngest driver to win a Formula 1 race?,Who is the youngest driver to win a Formula 1 race?,1,1.0,"This question seeks a specific historical achievement in Formula 1 racing, which requires accessing detailed records of drivers and their accomplishments.",
Was the USS Rachel Seaman built in the 20th century?,Was the USS Rachel Seaman built in the 20th century?,1,1.0,Determining whether a specific military vessel like the USS Rachel Seaman was built in a particular century requires accessing historical data on its construction date.,
In the first few months how many children were registered?,In the first few months how many children were registered?,1,1.0,"The query asks for a specific numerical detail (number of children registered) over a time period, which likely requires access to external data or records to provide an accurate answer.",
How long did it take for ironworking to be commonplace in West Africa following its introduction in Northern Africa?,How long did it take for ironworking to be commonplace in West Africa following its introduction in Northern Africa?,1,1.0,"This query asks for a detailed historical timeline, which would require access to specialized historical data or sources to provide an accurate answer.",
Name the two cities in India in which Kirby Building Systems produces their goods.,Name the two cities in India in which Kirby Building Systems produces their goods.,1,1.0,"This query seeks specific business information about Kirby Building Systems' manufacturing locations in India, which is detailed and requires external data for an accurate answer.",
What languages are spoken in Tunisia?,What languages are spoken in Tunisia?,1,1.0,"This query asks for specific information about languages spoken in Tunisia, which may include less commonly known languages and requires factual data for an accurate answer.",
What's the architecture in Maskavas Forstate look like?,What's the architecture in Maskavas Forstate look like?,1,1.0,"The query asks for specific architectural details of a place that may not be well-known, requiring factual data from an external source.",
What is the indigenous name for Dunk Island?,What is the indigenous name for Dunk Island?,1,1.0,"This query asks for a specific indigenous name of Dunk Island, which is likely to be localized or specialized knowledge not commonly known, requiring external data retrieval.",
When was Irina Vysheslavska born?,When was Irina Vysheslavska born?,1,1.0,"The query asks for a specific personal fact (a birth date) about an individual who may not be widely known, requiring access to external data for accurate retrieval.",
Who invented scratching ?,Who invented scratching ?,1,1.0,"The query asks for the originator of scratching in music, which is a specific historical invention attributed to Grand Wizzard Theodore in the 1970s. This requires external factual data.",
Who is the oldest driver to win a Formula 1 race?,Who is the oldest driver to win a Formula 1 race?,1,1.0,"This query seeks a specific factual answer about the oldest driver to win an F1 race, which necessitates retrieving detailed and up-to-date information.",
What is the first computer recognized in human history?,What is the first computer recognized in human history?,1,1.0,"Determining the first recognized computer in history involves identifying a specific historical device, such as the Antikythera Mechanism or the Colossus, which requires specialized knowledge beyond general information.",
Name a song The Mo is best known for that is not named after a dairy product.,Name a song The Mo is best known for that is not named after a dairy product.,1,1.0,"This query requires identifying a specific artist (The Mo) and their songs, which necessitates external factual data.",
"Based on this paragrah, what indie band released the album ""Popsicle""?","Based on this paragrah, what indie band released the album ""Popsicle""?",1,1.0,"This query asks for specific information about an indie band and their album ""Popsicle"" based on a provided paragraph, requiring retrieval of data from the given text.",
Is double checked locking safe?,Is double checked locking safe?,1,1.0,"The query asks about the safety of double-checked locking, which requires knowledge of concurrency control specifics and potential issues related to memory models and programming language implementations. This necessitates external technical information for an accurate answer.",
Did Paul Ernest Adolph ever served the military?,Did Paul Ernest Adolph ever served the military?,1,1.0,"This query requires knowing whether Paul Ernest Adolph served in the military, which is a specific fact that might need external retrieval if it's not common knowledge.",
"Based on this questio about Kingdom Hearts, what company published it?","Based on this questio about Kingdom Hearts, what company published it?",1,1.0,"This query asks for a specific factual piece of information about the publication history of a video game, which typically requires external data to answer accurately.",
When and where was John Barrett born?,When and where was John Barrett born?,1,1.0,"This query asks for specific biographical information about John Barrett, which requires access to external factual data that a language model might not have.",
Randy Couture was one of how many fighters over the age of 40 to have won a UFC championship?,Randy Couture was one of how many fighters over the age of 40 to have won a UFC championship?,1,1.0,"This query requires specific factual information about UFC championships won by fighters over 40, which necessitates external data for an accurate answer.",
When was West Ham started and when did they get the name West Ham United?,When was West Ham started and when did they get the name West Ham United?,1,1.0,"This query seeks specific historical facts about the founding date of West Ham and the origin of their team name, which require external data for accurate answers.",
When did Peloton IPO?,When did Peloton IPO?,1,1.0,"The query asks for a specific historical event (the date of Peloton's IPO), which requires factual data that may not be reliably recalled without external retrieval.",
What are the causes of Autism?,What are the causes of Autism?,1,1.0,"This query seeks a detailed explanation of the causes of Autism, which involves specific scientific information about genetic and environmental factors that requires external data for accuracy.",
What's the origin of Dog Day Afternoon?,What's the origin of Dog Day Afternoon?,1,1.0,"This query seeks detailed factual information about the origin, including the background as a true story and production details, necessitating external retrieval.",
Why are drill jigs less commonly used today than they were in the past?,Why are drill jigs less commonly used today than they were in the past?,1,1.0,This query seeks an explanation for a trend in tool usage that likely involves specialized technical knowledge about manufacturing advancements and tool evolution over time.,
Is Aetolia at sea level?,Is Aetolia at sea level?,1,1.0,The query seeks detailed geographical information that might not be part of general knowledge and could necessitate external sources.,
"from this blob of text about gosberton clough, to which city does the river flow to?","from this blob of text about gosberton clough, to which city does the river flow to?",1,1.0,The query seeks a specific geographical fact about Gosberton Clough that is unlikely to be known without external data retrieval.,
What is Gyebangsan?,What is Gyebangsan?,1,1.0,"Gyebangsan appears to be a specific term or place name, likely referring to a location such as a mountain. Without prior knowledge of this term, external data would be needed to provide an accurate answer.",
Which company introduced new kits for Marseille?,Which company introduced new kits for Marseille?,1,1.0,"This query seeks specific information about a product release, which likely requires accessing recent or specialized data to provide an accurate answer.",
Who is the first astronaut to get into space in China?,Who is the first astronaut to get into space in China?,1,1.0,"This query asks for a specific historical fact about China's first astronaut in space, which is detailed and specialized information that may require external data to answer accurately.",
When was slavery abolished in the United States?,When was slavery abolished in the United States?,1,1.0,"This query seeks a precise historical event, which requires factual data about the ratification of the 13th Amendment.",
Who called Timothy Leary a brave neuronaut?,Who called Timothy Leary a brave neuronaut?,1,1.0,"This query seeks a specific instance where Timothy Leary was referred to as a ""brave neuronaut,"" which likely requires external sources to identify the origin and context of that term.",
When and where was Nero born?,When and where was Nero born?,1,1.0,"This query seeks specific historical birth information about Nero, requiring access to factual data beyond general knowledge.",
When was the second series of Renminbi banknotes introduced in China?,When was the second series of Renminbi banknotes introduced in China?,1,1.0,"This query seeks a specific historical fact about currency release dates, necessitating external information beyond general knowledge.",
Where is the Bulgan Volcanic Field located?,Where is the Bulgan Volcanic Field located?,1,1.0,"The query seeks the specific geographical location of the Bulgan Volcanic Field, which requires specialized factual data that a language model may not have without external sources.",
On what month and day was Antwan Deon Odom born?,On what month and day was Antwan Deon Odom born?,1,1.0,"This query asks for the exact birthdate of Antwan Deon Odom, which is a specific factual piece of information that requires external data to answer accurately.",
What direction (North-South-East-West) is Malanów from Zygmuntówek?,What direction (North-South-East-West) is Malanów from Zygmuntówek?,1,1.0,"Determining the direction between two specific locations requires geographic data or maps, which necessitates external retrieval to provide an accurate answer.",
Who created the grading system for the I Liq Chuan martial art?,Who created the grading system for the I Liq Chuan martial art?,1,1.0,"This query asks about a specific aspect of a martial art's structure, which may require detailed or specialized knowledge not typically covered in general knowledge.",
Where was Sarah Schechter born?,Where was Sarah Schechter born?,1,1.0,"The query asks for a specific piece of information (the birthplace of Sarah Schechter), which is unlikely to be known from general knowledge and would require external data retrieval.",
"According to this article, how many Scottish pounds would four Half-pistole be worth?","According to this article, how many Scottish pounds would four Half-pistole be worth?",1,1.0,"The query requires converting historical currency units (Half-pistole) into modern Scottish pounds, necessitating external information to determine the correct exchange rate or value.",
What team did Bobby Orr play for in his 5th season?,What team did Bobby Orr play for in his 5th season?,1,1.0,"This query seeks precise information about Bobby Orr's team during his fifth season, necessitating external factual data.",
How many seasons of Survivor has there been?,How many seasons of Survivor has there been?,1,1.0,"This query requires knowing the current count of seasons of a TV show, which is a factual lookup and may need external data to provide an accurate answer.",
What was the first electric car to pass 1 million global sales?,What was the first electric car to pass 1 million global sales?,1,1.0,"This query asks for a specific and precise fact regarding the first electric car to reach 1 million global sales, which requires up-to-date information beyond general knowledge.",
What is handscroll used for,What is handscroll used for,1,1.0,"The query asks for the purpose of a handscroll, which requires specific historical or technical knowledge not typically inferred from context alone.",
Can someone drive on Black Bear Road during the winter?,Can someone drive on Black Bear Road during the winter?,1,1.0,"This query asks about the specific conditions of a real road during winter, which would require external data or local knowledge to answer accurately.",
Were the months that Shirley C. Guthrie Jr. was born and died in the same month or different months?,Were the months that Shirley C. Guthrie Jr. was born and died in the same month or different months?,1,1.0,"This query seeks specific information about the exact months in Shirley C. Guthrie Jr.'s life, necessitating external data retrieval to confirm the dates.",
What therapies are available for Autism?,What therapies are available for Autism?,1,1.0,"This query seeks specific medical therapies for Autism, which are detailed and require factual retrieval from reliable sources.",
What city in the world is regarded as having the largest number of professional and famous surfers and surfboard shapers?,What city in the world is regarded as having the largest number of professional and famous surfers and surfboard shapers?,1,1.0,"The query seeks a specific, factual piece of information about a city's prominence in surfing culture, which likely requires external knowledge to answer accurately.",
Which party Sam Jones was part of?,Which party Sam Jones was part of?,1,1.0,"This query asks for specific information about a person's political affiliation, which may require access to external data unless Sam Jones is a well-known figure whose party membership is common knowledge.",
What is the history of olive oil?,What is the history of olive oil?,1,1.0,"The query asks for a detailed historical account spanning multiple eras and civilizations, which requires specialized factual data beyond general knowledge.",
Which is the second most populated state in India?,Which is the second most populated state in India?,1,1.0,"This query seeks a specific fact about population statistics, which may require up-to-date external data to provide an accurate answer.",
"What is the meaning of ""Nnedi"" in Nnedi Okarafor's name?","What is the meaning of ""Nnedi"" in Nnedi Okarafor's name?",1,1.0,"The query seeks the specific meaning of ""Nnedi,"" which is part of a known author's name. This requires looking up cultural or linguistic information, necessitating external retrieval.",
"Who designed the St. John the Baptist, Blackrock church?","Who designed the St. John the Baptist, Blackrock church?",1,1.0,"The query asks for specific historical or architectural information about a particular building, which is likely stored in external data sources rather than general knowledge.",
How old was Dominik Volek when he made his Czech Extraliga debut?,How old was Dominik Volek when he made his Czech Extraliga debut?,1,1.0,"This query requires specific historical data about a particular individual's debut in a sports league, which is unlikely to be known without external information.",
By what other name does Bunnie DeFord go by?,By what other name does Bunnie DeFord go by?,1,1.0,"This query seeks specific alternative names for Bunnie DeFord, which requires external factual data beyond general knowledge.",
"per this reference of Itsunen Shoyu, who did he convince to bring Zen Buddhism to Japan?","per this reference of Itsunen Shoyu, who did he convince to bring Zen Buddhism to Japan?",1,1.0,This query asks for specific historical information about a particular individual and their role in spreading Zen Buddhism. It requires detailed factual data that is unlikely to be available in general knowledge.,
Tell me when did the Borussia Dortmund found?,Tell me when did the Borussia Dortmund found?,1,1.0,"This query asks for a specific historical fact (the founding year) about Borussia Dortmund, which requires external data for an accurate answer.",
What kind of u-boat was the SM U-30,What kind of u-boat was the SM U-30,1,1.0,"This query asks for specific information about a particular submarine type (SM U-30), requiring historical knowledge that likely necessitates external data retrieval.",
"Surely, the glass ceiling only applies to politics. Corporate organizations are fine. Is that true?","Surely, the glass ceiling only applies to politics. Corporate organizations are fine. Is that true?",1,1.0,"This query asks about the applicability of the glass ceiling concept in corporate settings, which requires specific information on gender and diversity issues across sectors, necessitating external data.",
Who asked Swami Vivekananda to come to Dakshineswar and in which year?,Who asked Swami Vivekananda to come to Dakshineswar and in which year?,1,1.0,"This query seeks specific historical facts about an event involving a notable figure, which necessitates external retrieval of detailed biographical information.",
"Here is some reference information about Huaquechula, When does the feast of the Holy Cross in Huaquechula start?","Here is some reference information about Huaquechula, When does the feast of the Holy Cross in Huaquechula start?",1,1.0,"This query asks for a specific date related to a local religious feast in Huaquechula, which is likely not general knowledge and requires external factual data.",
What is Szalay doing these days?,What is Szalay doing these days?,1,1.0,"The query asks about the current activities of an individual named Szalay, which is a specific request requiring external information unless the name refers to a widely known figure with recent updates in general knowledge.",
Who designed Washington D.C. and what are some interesting attributes about the city?,Who designed Washington D.C. and what are some interesting attributes about the city?,1,1.0,"This query requests specific historical information about Washington D.C.'s designer and detailed attributes of the city, which are best answered with external data.",
What device is used to resolve combat outcomes in Quest of the Ancients?,What device is used to resolve combat outcomes in Quest of the Ancients?,1,1.0,"The query asks about a specific device used in combat within the ""Quest of the Ancients,"" which likely requires detailed knowledge of that work's lore or mechanics, necessitating external information.",
How many people visit the zoo in the US each year?,How many people visit the zoo in the US each year?,1,1.0,This query asks for a detailed statistic that requires up-to-date information and cannot be reliably answered from general knowledge alone.,
Who created Doge Coin and when?,Who created Doge Coin and when?,1,1.0,"This query seeks specific historical information about the creator and launch date of Doge Coin, requiring external factual data.",
Did José Altuve cheat in 2017?,Did José Altuve cheat in 2017?,1,1.0,"This query asks about a specific historical event involving José Altuve in 2017, requiring detailed external information to answer accurately.",
How many American's signed the Declaration of Independence?,How many American's signed the Declaration of Independence?,1,1.0,This query asks for a specific historical fact (the exact number of signatories) that requires external information to provide an accurate answer.,
What is Leptodactylus tapiti?,What is Leptodactylus tapiti?,1,1.0,"This query seeks specific information about a biological species, which necessitates external data to provide an accurate and detailed response.",
"Using the reference information, how many years was the People's Revolutionary Government in control in Grenada, and under what leader?","Using the reference information, how many years was the People's Revolutionary Government in control in Grenada, and under what leader?",1,1.0,"This query asks for specific historical information about the duration and leadership of the People's Revolutionary Government in Grenada, which requires accessing external reference data for accurate retrieval.",
"When will the The Doors of Stone, the third book of The Kingkiller Chronicle, come out?","When will the The Doors of Stone, the third book of The Kingkiller Chronicle, come out?",1,1.0,"This query asks for a specific future event (a book release date), which is detailed and specialized information that may require external data to answer accurately.",
In which country is the town of Kirchenlamitz located?,In which country is the town of Kirchenlamitz located?,1,1.0,This query seeks the specific location of a town which may require detailed geographic or historical knowledge not commonly found in general knowledge.,
"Based on the reference provided, what are some tactics firefighters use to stay safe while fighting wildfires?","Based on the reference provided, what are some tactics firefighters use to stay safe while fighting wildfires?",1,1.0,"The query explicitly asks for information from a provided reference, indicating a need for external data beyond general knowledge.",
In which country is the Karachchi Divisional Council located?,In which country is the Karachchi Divisional Council located?,1,1.0,"This query seeks specific information about the location of the Karachchi Divisional Council, which may require external factual data to answer accurately.",
What year was Kerala formed?,What year was Kerala formed?,1,1.0,"This query requests the exact year Kerala was formed as an Indian state, requiring specific historical knowledge that likely needs external retrieval.",
What did José María Arizmendiarrieta do?,What did José María Arizmendiarrieta do?,1,1.0,"This query asks for specific details about the actions and contributions of José María Arizmendiarrieta, which requires access to historical or biographical data to provide an accurate answer.",
Which club has won the most number of UEFA Champions League?,Which club has won the most number of UEFA Champions League?,1,1.0,"This query seeks a specific statistic about sports history, requiring current and precise information that necessitates an external data source.",
How many paralympics did Paraskevi compete in?,How many paralympics did Paraskevi compete in?,1,1.0,"The query requires knowing how many Paralympic events a specific athlete, Paraskevi, participated in, which may necessitate external information to provide an accurate answer.",
Who won March Madness?,Who won March Madness?,1,1.0,"The query asks for the latest winner of March Madness, which is a dynamic and annually changing event. To provide an accurate answer, external data from the most recent tournament would be required.",
How many cities in Lithuania are larger than Neris?,How many cities in Lithuania are larger than Neris?,1,1.0,Determining the number of cities in Lithuania larger than Neris requires specific demographic data that necessitates external retrieval.,
During which decade did neural networks first lead to practically useful systems?,During which decade did neural networks first lead to practically useful systems?,1,1.0,"This question asks for a specific historical fact about when neural networks became practically useful, which requires precise factual data rather than general knowledge.",
Why is the Chernobyl disaster considered to be the world's worst-ever civil nuclear incident when only an excess of 15 childhood thyroid cancer deaths were documented as of 2011?,Why is the Chernobyl disaster considered to be the world's worst-ever civil nuclear incident when only an excess of 15 childhood thyroid cancer deaths were documented as of 2011?,1,1.0,"This query seeks an explanation for why Chernobyl is labeled the worst nuclear disaster despite low documented deaths. It requires specific historical and statistical data on long-term health effects and environmental impacts, necessitating external retrieval.",
Was Wilbur Snyder a good wrestler,Was Wilbur Snyder a good wrestler,1,1.0,"Evaluating whether Wilbur Snyder was a good wrestler likely requires specific information about his wrestling career, such as wins, achievements, or reputation, which may necessitate external data.",
Where is Hoober Stand located?,Where is Hoober Stand located?,1,1.0,"This query seeks the location of Hoober Stand, which is a specific fact that likely requires external data retrieval to provide an accurate answer.",
What is Autism and how varied is the spectrum?,What is Autism and how varied is the spectrum?,1,1.0,"The query asks for both a definition and an in-depth explanation of the variability of the autism spectrum, which likely requires specific medical or psychological information that may necessitate external sources.",
In which Indian state is Banda Deul located in?,In which Indian state is Banda Deul located in?,1,1.0,"This query seeks specific information about the location of a particular temple, which is a precise factual question requiring external data.",
What was the profession of Araber Rahaman?,What was the profession of Araber Rahaman?,1,1.0,"The query asks about a specific individual's profession, which requires factual information not readily available in general knowledge.",
What country did NIKStewart live during middle school?,What country did NIKStewart live during middle school?,1,1.0,"This query asks for specific information about an individual's past location during middle school, which requires access to detailed or external data sources to provide an accurate answer.",
How many days was the women's individual competition?,How many days was the women's individual competition?,1,1.0,"The query requires specific information about the duration of a particular women's individual competition, which is not general knowledge and may need external data for accuracy.",
How many goals did Archie Thompson's team mates score?,How many goals did Archie Thompson's team mates score?,1,1.0,"This query requires specific sports statistics about goals scored by Archie Thompson's teammates, which necessitates external data retrieval.",
"In Africa, were cattle domesticated before or after agriculture?","In Africa, were cattle domesticated before or after agriculture?",1,1.0,"The query asks for a specific historical timeline regarding the domestication of cattle and the development of agriculture in Africa, which may require detailed archaeological or anthropological data not commonly known.",
Which country is Laurens Willy Symons  from?,Which country is Laurens Willy Symons  from?,1,1.0,"This query requires specific information about Laurens Willy Symons's nationality, which is unlikely to be known without external factual data.",
When did the Artificer class first appear in D&D,When did the Artificer class first appear in D&D,1,1.0,"This query seeks precise historical data about the introduction of the Artificer class in Dungeons & Dragons, which necessitates external factual retrieval.",
What is the least common birthday in the United States?,What is the least common birthday in the United States?,1,1.0,"This query seeks a specific statistical fact about birthdays in the U.S., requiring detailed demographic data that necessitates external retrieval.",
"How does the ""fire power"" help Fargus?","How does the ""fire power"" help Fargus?",1,1.0,"The query asks about a specific character named Fargus and how fire power helps him, which likely requires detailed or specialized external information unless Fargus is a widely known figure.",
"When was HMS Glowworm (H92), a G-class destroyer launched?","When was HMS Glowworm (H92), a G-class destroyer launched?",1,1.0,"This query asks for a specific historical fact about a military vessel's launch date, which requires detailed external data not typically known without research.",
Please explain the Primacy of the Spains,Please explain the Primacy of the Spains,1,1.0,"The query asks for an explanation of ""Primacy of the Spains,"" which appears to be a specific historical or political term. Without prior knowledge of this exact term, external information would be needed to provide an accurate explanation.",
Where did Bermuda grass come from?,Where did Bermuda grass come from?,1,1.0,"This question seeks specific information about the origin of Bermuda grass, which is factual and might not be universally known to all language models without external retrieval.",
Does Belgrandia varica live in the ocean?,Does Belgrandia varica live in the ocean?,1,1.0,"The query seeks detailed biological information about an organism's habitat, which is likely not general knowledge and may require external data for accuracy.",
What was the name of the last team Pele played professionally?,What was the name of the last team Pele played professionally?,1,1.0,"This query seeks a specific and detailed piece of information about Pelé's professional football career, which necessitates external data to answer accurately.",
Why are there so few works of Kafka left even though he was a prolific writer?,Why are there so few works of Kafka left even though he was a prolific writer?,1,1.0,"This question pertains to specific historical and biographical details about Franz Kafka's literary output, which requires factual information beyond general knowledge.",
"Based on this article, what was the relationship between Ala-ud-Din Bahman Shah and Alauddin Mujahid Shah?","Based on this article, what was the relationship between Ala-ud-Din Bahman Shah and Alauddin Mujahid Shah?",1,1.0,"This query requires retrieving specific historical information from an external source (the mentioned article) to determine the relationship between two lesser-known individuals, making external data necessary for a precise answer.",
Does Niksar have a castle?,Does Niksar have a castle?,1,1.0,"The query asks about the existence of a castle in Niksar, which is a specific factual question that may require external data or knowledge beyond general awareness.",
What was the White Brigade,What was the White Brigade,1,1.0,"The query asks for specific information about a military unit (the White Brigade), which is likely a historical or specialized fact requiring external data.",
Were cars used for transportation in the 19th century in King Field?,Were cars used for transportation in the 19th century in King Field?,1,1.0,"This query requires specific historical knowledge about transportation methods in King Field during the 19th century, which may necessitate external data to confirm.",
"From the following description of the Hatfield-McCoy feud, identify the person condidered the leader of the Hatfields.","From the following description of the Hatfield-McCoy feud, identify the person condidered the leader of the Hatfields.",1,1.0,"This query requires identifying a specific person from a detailed description of the Hatfield-McCoy feud, which necessitates access to external information about the individuals involved.",
What is Don’t Starve Together?,What is Don’t Starve Together?,1,1.0,"This query seeks detailed information about a specific video game, which requires factual knowledge that goes beyond general understanding.",
"When was Campbell, CA founded?","When was Campbell, CA founded?",1,1.0,This query requests a specific historical event (the founding year) that necessitates external factual data and cannot be inferred from general knowledge alone.,
Who set the first Guinness World Record for swimming under ice?,Who set the first Guinness World Record for swimming under ice?,1,1.0,This query asks for a specific historical fact (the first person) that requires external data from Guinness World Records to answer accurately.,
Where is the city of Nasimerice,Where is the city of Nasimerice,1,1.0,The query asks for the location of a city that is not widely recognized. This requires looking up external geographic or place-specific data to provide an accurate answer.,
What is Brownism?,What is Brownism?,1,1.0,"The query asks about a specific and lesser-known concept related to Estlin Brown's eccentric views, particularly his opposition to tinned food, which requires external factual knowledge beyond general awareness.",
Are the racial depictions of Eugène Delacroix artworks facts?,Are the racial depictions of Eugène Delacroix artworks facts?,1,1.0,"Determining the accuracy of racial depictions in Delacroix's art involves analyzing historical context and artistic intent, which may require specialized knowledge or external sources.",
"In the following initial summary of the plot of the series My Hero Academia, what is the secret that Izuku must keep and from whom?","In the following initial summary of the plot of the series My Hero Academia, what is the secret that Izuku must keep and from whom?",1,1.0,"The query specifically asks about a detail from an initial summary provided by the user, requiring retrieval of information from that external source.",
What types of political organizations did pre-colonial Africa have?,What types of political organizations did pre-colonial Africa have?,1,1.0,"This query asks for a detailed analysis of historical political structures in pre-colonial Africa, which likely requires specialized knowledge or external sources to provide an accurate and comprehensive answer.",
What is the least common birthday in the US other than Feb 29?,What is the least common birthday in the US other than Feb 29?,1,1.0,This query seeks specific statistical information that isn't widely known and typically requires referencing external demographic sources.,
When did the new building open?,When did the new building open?,1,1.0,"This query asks for a specific event date that requires factual information about when a particular building was opened, necessitating external data.",
Who was found guilty for the murder of Nualchawee Petchrung?,Who was found guilty for the murder of Nualchawee Petchrung?,1,1.0,"This query seeks specific legal information about a murder case, which typically requires accessing official records or news reports to determine who was found guilty.",
How can the dialogue be described in this film?,How can the dialogue be described in this film?,1,1.0,"The query asks for a description of the dialogue in a specific film, which requires detailed knowledge or external data about that particular movie's dialogue.",
Where did peanut butter and jelly sandwiches originate?,Where did peanut butter and jelly sandwiches originate?,1,1.0,"This query asks for the origin of peanut butter and jelly sandwiches, which is a historical fact requiring external information beyond general knowledge.",
How many inhabitants of Lone Pine survived as a result of the earthquake? Tell me how you came to that conclusion.,How many inhabitants of Lone Pine survived as a result of the earthquake? Tell me how you came to that conclusion.,1,1.0,"This query seeks a specific statistic about earthquake survivors in Lone Pine, requiring factual data that may not be readily available in general knowledge. The additional request for how the conclusion was reached further implies the need for detailed information.",
Why was the Laos team disqualified?,Why was the Laos team disqualified?,1,1.0,"This query asks for a specific event's outcome and reasoning, which is unlikely to be answered from general knowledge alone and would require external information.",
"here is a blurb about Meaghan Benfeito, Between which years was Benfeito actively competing in the Olympics?","here is a blurb about Meaghan Benfeito, Between which years was Benfeito actively competing in the Olympics?",1,1.0,"This query asks for specific information about the time period during which Meaghan Benfeito competed in the Olympics, which requires factual data that a language model may not have without external retrieval.",
How many hours does it take to drive 12 miles on this road?,How many hours does it take to drive 12 miles on this road?,1,1.0,"This query requires knowing the speed limit or average driving time for a specific road, which necessitates external information to provide an accurate answer.",
Which countries became members of NATO between the years of 1999 and 2009?,Which countries became members of NATO between the years of 1999 and 2009?,1,1.0,"This query asks for specific information about the countries that joined NATO during a defined period (1999-2009), which is detailed factual data requiring external verification.",
What are the available treatments for Sensory processing disorder?,What are the available treatments for Sensory processing disorder?,1,1.0,"This query asks for specific treatments for Sensory Processing Disorder, which requires detailed medical or therapeutic information that a language model may not have access to without external data.",
Find the four eye shapes on Maitum anthropomorphic pottery and separate them with a comma,Find the four eye shapes on Maitum anthropomorphic pottery and separate them with a comma,1,1.0,"This query asks for specific details about eye shapes on Maitum anthropomorphic pottery, which likely requires access to external archaeological or anthropological data.",
Which two kings did Sir Oliver Ingham serve under?,Which two kings did Sir Oliver Ingham serve under?,1,1.0,"This query asks for specific historical information about the kings Sir Oliver Ingham served under, which likely requires detailed factual data not contained in general knowledge.",
Who was Svea Kristina Frisch,Who was Svea Kristina Frisch,1,1.0,"The query asks for specific information about a person who may not be widely recognized, requiring external retrieval to provide details.",
How many series did Dance Mums air?,How many series did Dance Mums air?,1,1.0,"This query asks for a specific factual piece of information about the number of series produced and aired by ""Dance Mums,"" which requires external data to answer accurately.",
What is Hasora discolor located?,What is Hasora discolor located?,1,1.0,"The query asks for the specific location of ""Hasora discolor,"" which appears to be a biological entity (possibly a species). This requires specialized knowledge or external data to provide an accurate answer.",
Is Belgrandia varica a type of plant?,Is Belgrandia varica a type of plant?,1,1.0,"This query asks about the classification of ""Belgrandia varica,"" which is a specific scientific name. Determining if it's a plant likely requires accessing specialized taxonomic databases, making external retrieval necessary.",
Did Damien Chazelle direct movies or TV shows first?,Did Damien Chazelle direct movies or TV shows first?,1,1.0,"This question requires specific information about Damien Chazelle's early career, which is a factual lookup and likely needs external data.",
"Since it began, how many years has FIVB not been held?","Since it began, how many years has FIVB not been held?",1,1.0,"This query asks for a specific historical fact about the number of years FIVB events have not been held since their inception, requiring external factual data to answer.",
What is the happiness index report and which country tops the happiness index in the world,What is the happiness index report and which country tops the happiness index in the world,1,1.0,The query asks for both the definition of the happiness index report and the most recent country topping the list. Both require detailed or updated factual information beyond general knowledge.,
What would cause stride scheduling to cause inefficiency in CPU operations?,What would cause stride scheduling to cause inefficiency in CPU operations?,1,1.0,"This query seeks technical details about why stride scheduling leads to inefficiency in CPU operations, requiring specialized knowledge that isn't typically available from general knowledge alone.",
How many world championships has Max Verstappen won?,How many world championships has Max Verstappen won?,1,1.0,"This query asks for a specific and factual piece of information about Max Verstappen's achievements, which requires up-to-date external data to answer accurately.",
How many types of cat does the world cat federation recognise?,How many types of cat does the world cat federation recognise?,1,1.0,"This query asks for a specific fact about the number of recognized cat types by the World Cat Federation, which requires external data to answer accurately.",
What are common florals found in Zigalga National Park?,What are common florals found in Zigalga National Park?,1,1.0,"The query asks for specific floral species in a particular location, requiring detailed and specialized information that is unlikely to be general knowledge.",
