query,instruction,predicted_label,confidence,reasoning,think
What irritation does soap causes to private area?,What irritation does soap causes to private area?,0,1.0,"This question relates to general knowledge about how soap affects sensitive areas, which can typically be answered from known information without requiring specific external data.",
What is a subchondroplasty procedure and what is the out come?,What is a subchondroplasty procedure and what is the out come?,1,1.0,"This query requires specific medical knowledge about a procedure and its outcomes, which are detailed and specialized, necessitating external information for an accurate answer.",
What is the best and fastest way to reduce breakthrough bleeding? Im going on my honeymoon in two days . Could I start a new pack ?,What is the best and fastest way to reduce breakthrough bleeding? Im going on my honeymoon in two days . Could I start a new pack ?,1,1.0,"The query seeks specific medical advice on managing breakthrough bleeding and adjusting contraceptive use, which requires specialized knowledge beyond general knowledge.",
"What to do if I cut my gum on a piece of hard cereal and it was right next to wear my wisdom tooth is growing in, will than affect the tooth in any way?","What to do if I cut my gum on a piece of hard cereal and it was right next to wear my wisdom tooth is growing in, will than affect the tooth in any way?",1,1.0,"This question involves a specific medical situation that could require detailed, up-to-date information from reliable sources to provide an accurate answer.",
What to do if I have some symptoms thought that i don't know if they could be PMS or pregnancy ?,What to do if I have some symptoms thought that i don't know if they could be PMS or pregnancy ?,0,1.0,"This query seeks advice on interpreting symptoms, which is within general medical knowledge that a language model can address without requiring external data retrieval.",
What types of exercises are recommended for rehabilitating from chondromalacia patella?,What types of exercises are recommended for rehabilitating from chondromalacia patella?,1,1.0,"This query asks for specific exercises tailored to a medical condition, requiring specialized knowledge that is best sourced externally.",
What types of medication are effective at reducing or eliminating PVCs?,What types of medication are effective at reducing or eliminating PVCs?,1,1.0,"This query seeks specific medical advice about medications for PVCs, which necessitates detailed and up-to-date information best retrieved from external medical resources.",
"When I have a soft stool I have to wipe perineum as there is feces there, not on vagina but the skin under. Always wipe front to back. Is this normal?","When I have a soft stool I have to wipe perineum as there is feces there, not on vagina but the skin under. Always wipe front to back. Is this normal?",0,1.0,"This question pertains to general personal hygiene practices, which are typically covered in common knowledge about卫生 habits. There is no need for specialized information beyond what a language model can provide.",
When must I get a flu shot in preparation for moving to assisted living?,When must I get a flu shot in preparation for moving to assisted living?,1,1.0,"The query asks about specific requirements related to healthcare protocols in an assisted living facility, which may vary and typically necessitate looking up current guidelines or policies.",
Why does 7 months premature baby is safer than 8 months premature baby?,Why does 7 months premature baby is safer than 8 months premature baby?,0,1.0,"This question relates to known medical information about neonatal outcomes based on prematurity levels, which a language model can answer using general knowledge.",
"Will bodybuiling at sixteen and a half slow my height growth, im just 5'7ft?","Will bodybuiling at sixteen and a half slow my height growth, im just 5'7ft?",0,1.0,"This question is about the general effects of bodybuilding on height during adolescence, which is a common topic covered in health and fitness literature. A language model can provide an answer based on its existing knowledge without needing external data retrieval.",
Will doctors help young couples get pregnant?,Will doctors help young couples get pregnant?,0,1.0,"The question asks about a general medical service (assisting couples with pregnancy) that is commonly known and part of standard medical knowledge, so no external retrieval is necessary.",
Woke up with both hands feeling number and tingling.  What is this?,Woke up with both hands feeling number and tingling.  What is this?,1,1.0,"This query describes a medical symptom and seeks a diagnosis, which typically requires access to specialized medical knowledge that may be beyond the general knowledge of a language model.",
"Would I be liable to get my medical card if I have ADHD , neurofibromatosis, asthma and anexity?","Would I be liable to get my medical card if I have ADHD , neurofibromatosis, asthma and anexity?",1,1.0,"This query asks about legal eligibility for a medical card based on specific medical conditions, which requires up-to-date knowledge of medical regulations and policies.",
Wrist and knuckle got lightly burned from touching a pan. No blisters. Applying polysporin (bacitracin and polymyxin) 3-4 times or more daily. Should I be worried of overdose?,Wrist and knuckle got lightly burned from touching a pan. No blisters. Applying polysporin (bacitracin and polymyxin) 3-4 times or more daily. Should I be worried of overdose?,0,1.0,"The query asks about potential harm from applying Polysporin as directed. Since it's a standard topical antibiotic and the user is following typical usage, the model can address this based on general knowledge without needing external retrieval.",
"Yesterday had like 24hr bug with vomiting and bad diorreah waterlike, today a rash has appeared very itchy looks like measles but it isn't, what is it?","Yesterday had like 24hr bug with vomiting and bad diorreah waterlike, today a rash has appeared very itchy looks like measles but it isn't, what is it?",1,1.0,"This query asks for the identification of a medical condition based on specific symptoms (vomiting, diarrhea, rash resembling measles), which is a precise factual lookup requiring specialized knowledge or external data.",
"20yrs Female. Fever at night, goes away by morning.Saliva dries out quickly during day.Swollen tonsil, swelling is reducing. What to do?","20yrs Female. Fever at night, goes away by morning.Saliva dries out quickly during day.Swollen tonsil, swelling is reducing. What to do?",1,1.0,"The query involves specific medical symptoms that may require specialized medical knowledge or consultation with a healthcare professional, necessitating external retrieval of precise information.",
According to my ovulation 28 day cycle i was supposed to get my periods on 7may my last period was 9april and today is 10 may.... Could i be pregnant ?,According to my ovulation 28 day cycle i was supposed to get my periods on 7may my last period was 9april and today is 10 may.... Could i be pregnant ?,0,1.0,"This query asks for an assessment of pregnancy probability based on menstrual cycles, which can typically be answered using general knowledge about how ovulation and conception work without needing external data.",
"After 6 months into my post-op, I have more gland leftover in one breast. Should I attribute this to swelling or bad gland tissue?","After 6 months into my post-op, I have more gland leftover in one breast. Should I attribute this to swelling or bad gland tissue?",1,1.0,"This query involves a medical question regarding post-operative recovery, specifically distinguishing between swelling and glandular tissue issues. It requires specialized medical knowledge or consultation with a healthcare professional, indicating the need for external retrieval of precise information.",
Apple cider is helpful in weight reduction and how to use this for this purpose?,Apple cider is helpful in weight reduction and how to use this for this purpose?,0,1.0,"The query asks about the use of apple cider for weight reduction, which is a commonly discussed topic with known general practices, making external retrieval unnecessary.",
Are small red spots all over the body small pox?,Are small red spots all over the body small pox?,1,1.0,"The query seeks a factual connection between physical symptoms and a specific disease, necessitating access to medical information.",
Are there any at-home remedies for athlete's foot?,Are there any at-home remedies for athlete's foot?,0,1.0,"The query asks about common home remedies for athlete's foot, which are likely within general knowledge and do not require specialized external information.",
"Are these burning cramps normal during early pregnancy? I just found out I am pregnant (don't know how far along yet) and am experiencing some painful cramping. I keep trying to tell myself that it's just my uterus growing, but I wanted to ask on here to","Are these burning cramps normal during early pregnancy? I just found out I am pregnant (don't know how far along yet) and am experiencing some painful cramping. I keep trying to tell myself that it's just my uterus growing, but I wanted to ask on here to",1,1.0,"This query seeks specific medical advice about symptoms during early pregnancy, which requires accurate health-related information that is best retrieved from reliable sources.",
Arthritis in the knees. What could be the best way to get relief?,Arthritis in the knees. What could be the best way to get relief?,0,1.0,"The query seeks general advice on treating knee arthritis, which is likely covered in standard medical knowledge that the model can access without external data.",
"As a gymnast, my wrist hurts after over exertion. It's been about 3 weeks since working out & still pain in 1 spot. Should I use a brace or other ideas?","As a gymnast, my wrist hurts after over exertion. It's been about 3 weeks since working out & still pain in 1 spot. Should I use a brace or other ideas?",1,1.0,"This query concerns a medical issue that may require specialized knowledge or consultation with a healthcare professional. The advice needed might be specific and detailed, necessitating external information for an accurate response.",
"Can chronic gastritis lead to other conditions such as gastroparesis, obstructions, stomach cancer, etc?","Can chronic gastritis lead to other conditions such as gastroparesis, obstructions, stomach cancer, etc?",1,1.0,"This query asks about specific medical conditions that can result from chronic gastritis, which requires specialized medical knowledge or external sources to provide accurate information.",
Can doctors tell me what does your heart rate need to get up to when you exercise?,Can doctors tell me what does your heart rate need to get up to when you exercise?,0,1.0,"This question seeks general health advice based on established guidelines, which can be answered using known information.",
Can handling frozen foods cause frostbite?,Can handling frozen foods cause frostbite?,0,1.0,"This question can be answered using general knowledge about the effects of cold temperatures on the human body. Handling frozen foods at typical freezer temperatures (around 0°C or lower) for brief periods is unlikely to cause frostbite, as it requires prolonged exposure in colder conditions. The answer doesn't necessitate specific external data but relies on understanding common cold-related health issues.",
Can i get systematic effects from long term use of cortizone (hydrocortisone) 10 otc?,Can i get systematic effects from long term use of cortizone (hydrocortisone) 10 otc?,1,1.0,"This query seeks specific medical advice regarding the potential side effects of a medication, requiring specialized or up-to-date information.",
Can i take motrin for sharp stabbing pain in palm of hand?,Can i take motrin for sharp stabbing pain in palm of hand?,1,1.0,,
Can masturbating while on diflucan (fluconazole) get rid of it inside your body?,Can masturbating while on diflucan (fluconazole) get rid of it inside your body?,0,1.0,"The question concerns how a specific medication is eliminated from the body, which is based on established pharmacological principles that a language model can answer using its built-in knowledge.",
Can oral sex interfere with cervical cerclage surgery?,Can oral sex interfere with cervical cerclage surgery?,1,1.0,"This query involves a specific medical topic that requires detailed medical knowledge or research to answer accurately, as it pertains to the interaction between sexual activity and a surgical procedure.",
Can quitting smoking cause long term digestive problems?,Can quitting smoking cause long term digestive problems?,1,1.0,"This query requires specific medical knowledge regarding the long-term effects of quitting smoking on digestion, which necessitates external factual data for an accurate answer.",
Can't get rid of my athletics feet. It's been bothering me for awhile now   ?,Can't get rid of my athletics feet. It's been bothering me for awhile now   ?,0,1.0,This query seeks advice on a personal health issue related to physical activity. The answer can likely be provided from general knowledge or common advice without requiring external data.,
Can vitamin-based skincare products help my SPF work better?,Can vitamin-based skincare products help my SPF work better?,1,1.0,"This query seeks specific information about the interaction between vitamin-based products and SPF effectiveness, which likely requires accessing specialized skincare or dermatological research for an accurate answer.",
Can white noise be disruptive to my deep sleep?,Can white noise be disruptive to my deep sleep?,1,1.0,"This query seeks specific scientific information about how white noise affects deep sleep phases, which requires accessing specialized studies or expert knowledge.",
Can white water rafting cause a miscarriage?,Can white water rafting cause a miscarriage?,1,1.0,"The query concerns a specific health risk associated with an activity, which requires detailed medical knowledge or research to answer accurately.",
Clicking sound comes and goes when heart beats. Upper left chest sharp pain and the pain goes through ribs to upper back left side. I'm 20 years old?,Clicking sound comes and goes when heart beats. Upper left chest sharp pain and the pain goes through ribs to upper back left side. I'm 20 years old?,1,1.0,"This query describes specific physical symptoms related to health concerns, which requires specialized medical knowledge or consultation with a healthcare professional for an accurate diagnosis.",
"Could he be suffering from ptsd? My husband was sexually molested as a young child, once by an older man and then by teenagers. At the time, he was also being physically abused at home, so he had no one to turn to for help. He recently began dealing with","Could he be suffering from ptsd? My husband was sexually molested as a young child, once by an older man and then by teenagers. At the time, he was also being physically abused at home, so he had no one to turn to for help. He recently began dealing with",0,1.0,"The question relates to a well-known connection between childhood trauma and PTSD, which is established in general psychological knowledge, so no external retrieval is needed.",
"Doctors, do you think I can develop keloid scarring on old healed tattoos?","Doctors, do you think I can develop keloid scarring on old healed tattoos?",1,1.0,"This query seeks personalized medical advice about a specific condition (keloid scarring) related to tattoos. It requires specialized medical knowledge that may not be inferable from general context, necessitating external retrieval for an accurate answer.",
Does  a meniscal displacement cause pain along the joint line? What are some of the symptoms of having a displacement?,Does  a meniscal displacement cause pain along the joint line? What are some of the symptoms of having a displacement?,1,1.0,"This query asks for specific medical information about a condition (meniscal displacement) and its symptoms, which requires specialized knowledge that may not be commonly known or generalizable.",
Does anyone know how to get rid of acid indigestion easily?,Does anyone know how to get rid of acid indigestion easily?,0,1.0,"This query seeks common advice for alleviating acid indigestion, which is likely covered in general health knowledge and doesn't require specific external data retrieval.",
Does operating small aircraft all of the time lead to permanent hearing loss?,Does operating small aircraft all of the time lead to permanent hearing loss?,1,1.0,"This question seeks specific medical information about the health risks of prolonged exposure to aircraft noise, requiring specialized knowledge that may not be general knowledge.",
Does the pus of gonorrhea smell?,Does the pus of gonorrhea smell?,0,1.0,This question pertains to a known medical fact about gonorrhea symptoms that can be answered using general knowledge without needing external data.,
Do small children eventually outgrow anal skin tags?,Do small children eventually outgrow anal skin tags?,1,1.0,"This query involves a specific medical question about the nature of anal skin tags in children and their potential resolution. It likely requires detailed medical knowledge or consultation with a healthcare professional, necessitating external retrieval.",
"Dry, flaky skin on the outer skin of lips all the time. Why does this happen?","Dry, flaky skin on the outer skin of lips all the time. Why does this happen?",1,1.0,"This query asks for the cause of a medical symptom (dry, flaky skin on lips), which often requires specialized medical knowledge that goes beyond general information.",
Everytime i eat pork i brake out why? Am allergic to it because my oldest daughter brakes out as well.,Everytime i eat pork i brake out why? Am allergic to it because my oldest daughter brakes out as well.,0,1.0,"The query seeks a general understanding of why pork consumption causes allergic reactions, which can be explained using basic allergy mechanisms without requiring specialized or external information.",
Extreme pain in one leg like cramp. What to do next time?,Extreme pain in one leg like cramp. What to do next time?,0,1.0,"This query seeks general advice for managing muscle cramps, which is within the scope of common knowledge and doesn't require specialized external information.",
Eyebrows.  Are  thinning?,Eyebrows.  Are  thinning?,0,1.0,This query is a general observation about appearance and does not require specific or detailed external information to address.,
"Female lower right quadrant abdominal pain, should I be concerned?","Female lower right quadrant abdominal pain, should I be concerned?",1,1.0,"This query pertains to a specific medical symptom and requires expert advice or specialized medical knowledge to determine the appropriate course of action, necessitating retrieval of external information.",
"From what i know about gen. Anesthesia, you get a shot, they put a mask over you and you wake up. But is there any weird activity when you wake up like laughing gas?","From what i know about gen. Anesthesia, you get a shot, they put a mask over you and you wake up. But is there any weird activity when you wake up like laughing gas?",1,1.0,"This query asks about specific effects during recovery from general anesthesia and whether laughing gas is involved, requiring detailed medical information that necessitates external retrieval.",
Got depo on 3rd day of period. Had unprotected sex w/ husband 1 week and a day later after depo shot. Am I protected against pregnancy?,Got depo on 3rd day of period. Had unprotected sex w/ husband 1 week and a day later after depo shot. Am I protected against pregnancy?,1,1.0,"This query seeks specific medical advice about the effectiveness of Depo as contraception when used a week after administration. It requires detailed knowledge of reproductive health to provide an accurate answer, necessitating external retrieval.",
Had larpcoli for gallbladder last Tuesday. Came out relatively fine but recently relapsed into severe nausea and vomiting along with high blood pressure.,Had larpcoli for gallbladder last Tuesday. Came out relatively fine but recently relapsed into severe nausea and vomiting along with high blood pressure.,1,1.0,"This query involves a specific medical situation requiring detailed medical knowledge to address potential post-surgical complications, necessitating external retrieval for accurate advice.",
"Had unpro sex the last day iovulated 30th he cummed 2x in me , my per was due 13 but igot it on the 14 howcome ididnt get pregnant ?:/iwant a baby","Had unpro sex the last day iovulated 30th he cummed 2x in me , my per was due 13 but igot it on the 14 howcome ididnt get pregnant ?:/iwant a baby",1,1.0,"This query involves detailed biological and medical aspects of reproduction, which requires specialized knowledge or external resources for an accurate explanation.",
"Having requent headaches this month, how can I relieve the pain?","Having requent headaches this month, how can I relieve the pain?",0,1.0,"This query seeks general advice for relieving headaches, which can be addressed using common knowledge and does not require specific external data.",
"Hi, I'm 21 and I have white bumps all over my body I want to know if its keratosis pilaris? And what can I do to get rid of it? My sibling has it to","Hi, I'm 21 and I have white bumps all over my body I want to know if its keratosis pilaris? And what can I do to get rid of it? My sibling has it to",1,1.0,"The query involves a specific medical condition and asks for diagnosis and treatment advice, which requires specialized external information.",
Hi This will be my 4th ceceran. I'm 3wks and 6 days. This morning when I urinated there was a small amount of blood on the tissue. No blood today.,Hi This will be my 4th ceceran. I'm 3wks and 6 days. This morning when I urinated there was a small amount of blood on the tissue. No blood today.,1,1.0,This query involves a specific health-related situation that requires detailed medical knowledge or external data to address properly.,
How can I get rid of red and black warts on the skin and acne spots on the back?,How can I get rid of red and black warts on the skin and acne spots on the back?,1,1.0,"This query seeks specific treatment methods for skin conditions, which typically require specialized medical knowledge that a language model might not have without external data sources.",
How can I get rid of this awful toothache?,How can I get rid of this awful toothache?,0,1.0,"This question seeks a standard solution for a common issue (toothache), which can be answered using general knowledge without needing specialized or updated information.",
How do doctors stop preterm labor?,How do doctors stop preterm labor?,1,1.0,"This query asks for specific medical procedures used to stop preterm labor, which requires specialized and possibly updated medical knowledge not typically available in general language models.",
How do I cope with the uncertainty about huntington's disease with myself and my children?,How do I cope with the uncertainty about huntington's disease with myself and my children?,0,1.0,"This query seeks advice on managing emotional and psychological challenges related to Huntington's disease, which can be addressed through general knowledge about coping strategies without requiring external factual data.",
How early can you get an abortion?,How early can you get an abortion?,1,1.0,"This query asks for specific medical and legal information about abortion availability, which requires fact-checking and access to external resources to provide accurate details.",
How good is an ultrasound in detecting ivh in my child?,How good is an ultrasound in detecting ivh in my child?,1,1.0,"This query asks about the effectiveness of a diagnostic tool for a specific medical condition, requiring specialized medical knowledge that likely necessitates external sources for accurate information.",
How is a labral tear in the shoulder with subluxation repaired?,How is a labral tear in the shoulder with subluxation repaired?,1,1.0,"This query asks for detailed medical information about a specific surgical procedure, which requires specialized knowledge that is best retrieved from external sources.",
How much time do you have to have sex for to get pregnant?,How much time do you have to have sex for to get pregnant?,0,1.0,This question is about a well-known aspect of human biology and reproduction. The answer is generally known within basic health education and does not require specialized or up-to-date information beyond what a language model typically knows.,
How to manage back pain chronic back pain?,How to manage back pain chronic back pain?,0,1.0,"The query asks for general advice on managing chronic back pain, which is a common topic covered in general health knowledge and does not require specific external data retrieval.",
"I eat alot now I just got love handles, how much are implants for butts?","I eat alot now I just got love handles, how much are implants for butts?",1,1.0,"This query asks for specific information about the cost of butt implants, which varies based on factors like location and provider. Such detailed, specialized data typically requires external sources.",
"If dr orders a CT scan of abd/pelvic w/contrast an without, i can see it being done with contrast but what's the purpose of having it also without?","If dr orders a CT scan of abd/pelvic w/contrast an without, i can see it being done with contrast but what's the purpose of having it also without?",0,1.0,"This query asks for an explanation of a standard medical imaging procedure, which is within the general knowledge of typical language models without requiring external data retrieval.",
I fell on my back at work and I'm having extreme pain in my left shoulder blade. I can't move it at all without bursting into tears. What should I do?,I fell on my back at work and I'm having extreme pain in my left shoulder blade. I can't move it at all without bursting into tears. What should I do?,1,1.0,"The query involves a severe physical injury requiring specific medical advice, which necessitates accurate, up-to-date information for proper guidance.",
If I didn't show any signs of Me being pregnant the first time around would I have any signs this time?,If I didn't show any signs of Me being pregnant the first time around would I have any signs this time?,1,1.0,"This query pertains to specific medical information about pregnancy signs, which may vary and requires detailed or specialized medical knowledge for an accurate response.",
"If one of my testicle atrophied from infection a decent amount, is it possible that the leydig cells are still left in it and only the sertoli died?","If one of my testicle atrophied from infection a decent amount, is it possible that the leydig cells are still left in it and only the sertoli died?",1,1.0,"This query requires specific medical expertise regarding the effects of infection on testicular cells, which necessitates detailed factual data.",
I had a root canal and got a temp filling. Filling is falling out in chunks and my appointment for permanent filling is in a week will it be ok?,I had a root canal and got a temp filling. Filling is falling out in chunks and my appointment for permanent filling is in a week will it be ok?,1,1.0,"This query involves a detailed health concern that necessitates specialized medical advice, making retrieval of external information appropriate.",
"I had arrythmia, is it something that will leave over a period of time?","I had arrythmia, is it something that will leave over a period of time?",1,1.0,"This query involves a specific medical condition (arrhythmia) and its prognosis, which requires detailed medical knowledge that may need up-to-date information from external sources.",
I had a sinus infection 3 weeks ago and i was prescribed z-pac.Felt better for a few days but I am congested again. Should i refill my z-pac?,I had a sinus infection 3 weeks ago and i was prescribed z-pac.Felt better for a few days but I am congested again. Should i refill my z-pac?,1,1.0,This query involves a medical question about whether to refill an antibiotic prescription after a sinus infection recurrence. It requires specific medical knowledge or guidelines that may necessitate external data for an accurate response.,
"I had sex with my boyfriend 2 weeks back, we used protection. The last time I had sex before that was 7 months ago. I am late by 6 days. Should I worry?","I had sex with my boyfriend 2 weeks back, we used protection. The last time I had sex before that was 7 months ago. I am late by 6 days. Should I worry?",1,1.0,This query seeks specific medical advice that requires detailed and accurate external information to provide a reliable response.,
I have a black dot that looks like a mole on the inside of my outer vagina lips. I've noticed a while ago but now all of a sudden it's raised?,I have a black dot that looks like a mole on the inside of my outer vagina lips. I've noticed a while ago but now all of a sudden it's raised?,1,1.0,This health-related query concerns a potential medical issue and requires specialized medical knowledge or external resources for an accurate response.,
"I have a ingrown toenail for about 2 years now and I want to get surgery but in 5 months, is it bad to wait 5 mnths to get surgery.?","I have a ingrown toenail for about 2 years now and I want to get surgery but in 5 months, is it bad to wait 5 mnths to get surgery.?",1,1.0,"This query seeks medical advice regarding the timing of surgery for an ingrown toenail. It involves a specific health concern where expert medical knowledge is necessary, making external retrieval advisable.",
I have a scab just inside my left nostril that hasn't healed in over a month. I pick off fluffy part but base more difficult n painful. Neosporin ok?,I have a scab just inside my left nostril that hasn't healed in over a month. I pick off fluffy part but base more difficult n painful. Neosporin ok?,1,1.0,"This query concerns a medical issue requiring specific advice on treatment with Neosporin, which necessitates detailed medical knowledge for an appropriate response.",
"I have external small hard darkish lump on my sternum, dead centre, 1 inch above nipple level. Not painful. Should I be concerned?","I have external small hard darkish lump on my sternum, dead centre, 1 inch above nipple level. Not painful. Should I be concerned?",1,1.0,"This query involves a specific medical symptom that could indicate various health issues. It requires specialized medical knowledge or consultation with a healthcare professional, necessitating external retrieval for an accurate answer.",
"I havent had my period for seven months now and im not pregnant, I have occasional abdomen slight discomfort but nothing significant, what's wrong??","I havent had my period for seven months now and im not pregnant, I have occasional abdomen slight discomfort but nothing significant, what's wrong??",1,1.0,"This query involves a specific medical concern that requires specialized medical knowledge. The question asks about potential health issues related to missing periods, which necessitates consulting reliable medical sources or professionals for an accurate diagnosis.",
"I have osteoarthritis, naproxen 1/2 (500mg) twice a day 4 joint pain, pain getting stronger have an appt. on 2/12/16 with rheumatologist ¿what to do?","I have osteoarthritis, naproxen 1/2 (500mg) twice a day 4 joint pain, pain getting stronger have an appt. on 2/12/16 with rheumatologist ¿what to do?",1,1.0,"This query seeks personalized medical advice regarding worsening symptoms of osteoarthritis and management options, which typically requires specialized medical information or professional guidelines.",
I have really bad dandruff and ketaconazole shampoo did not work. What do I do?,I have really bad dandruff and ketaconazole shampoo did not work. What do I do?,1,1.0,"The query seeks specialized medical advice regarding an ineffective treatment for dandruff, which likely requires external information on alternative treatments or professional recommendations.",
I'm about 17 weeks pregnant and get cramps already; is that a scary thing?,I'm about 17 weeks pregnant and get cramps already; is that a scary thing?,1,1.0,"This query concerns a health-related issue during pregnancy and could require specific medical advice, necessitating external retrieval of detailed or specialized information.",
"Im an 18  year old female and lately i think I have been showing signs of bi-polar disorder, what should I do?","Im an 18  year old female and lately i think I have been showing signs of bi-polar disorder, what should I do?",1,1.0,"This query concerns a specific medical condition (bipolar disorder) and seeks actionable advice, requiring specialized external information from medical resources.",
Im a young & i get acne still I have tryed meds & creams from a dr. But nothing is working i really don't want to damage my face any ideas what to try?,Im a young & i get acne still I have tryed meds & creams from a dr. But nothing is working i really don't want to damage my face any ideas what to try?,1,1.0,"This query seeks personalized medical advice regarding acne treatment options that haven't worked previously, which typically requires specific and up-to-date information best retrieved from external sources.",
"I'm experiencing stomach pains, vomiting immediately after eating food and frequenting the washrooms for long calls is it in any way amoeba infection ?","I'm experiencing stomach pains, vomiting immediately after eating food and frequenting the washrooms for long calls is it in any way amoeba infection ?",0,1.0,"The query asks whether specific symptoms could indicate an amoeba infection, a known medical condition. Since this involves general medical knowledge that a language model should know without external data retrieval, it's labeled as 0.",
I'm feeling tightness on the left lower side of my stomach and when I lay on my side it takes my breath away? What's wrong with me?,I'm feeling tightness on the left lower side of my stomach and when I lay on my side it takes my breath away? What's wrong with me?,1,1.0,"This query concerns specific medical symptoms requiring detailed medical expertise and external data for an accurate response, necessitating retrieval.",
I nearly have 3 days of incomplete rest. How can I stay in condition?,I nearly have 3 days of incomplete rest. How can I stay in condition?,0,1.0,"This query seeks general advice on maintaining condition with limited rest, which can be answered using common knowledge about health and wellness practices without needing external data.",
I never had any pain before/during my period. The other day I started having pain in the pelvic area. At night it's so excruciating I can barely move.,I never had any pain before/during my period. The other day I started having pain in the pelvic area. At night it's so excruciating I can barely move.,1,1.0,This query involves specific medical symptomatology that may require specialized knowledge or consultation with a healthcare professional to provide an accurate response.,
In the past year I have experienced sharp pains in my left breast. I have had an exam and even and mammogram and everything is ok.,In the past year I have experienced sharp pains in my left breast. I have had an exam and even and mammogram and everything is ok.,0,1.0,"This query is a personal statement without an explicit question, so no retrieval of external information is needed.",
"I reached over a counter and something popped on my left side above rib cage. It gets sore if I pull on something, etc What is this injury? IA weekno","I reached over a counter and something popped on my left side above rib cage. It gets sore if I pull on something, etc What is this injury? IA weekno",1,1.0,The query describes specific physical symptoms following an incident and seeks a medical diagnosis. This requires specialized medical knowledge or access to external resources for accurate identification.,
Is it ok to have Valium when taking sinemet (carbidopa and levodopa) 100/25 & rapid. My sister has dystonia and is in hospital and docs there never heard of dystonia.,Is it ok to have Valium when taking sinemet (carbidopa and levodopa) 100/25 & rapid. My sister has dystonia and is in hospital and docs there never heard of dystonia.,1,1.0,"This query involves a potential drug interaction between Valium and Sinemet, which is a specific medical question requiring detailed pharmacological information. The mention of dystonia adds complexity, indicating the need for specialized knowledge.",
Is it possible for my hubby to know whether I am a virgin or not?,Is it possible for my hubby to know whether I am a virgin or not?,0,1.0,This query is about personal relationships and possibilities in communication. It can be addressed through general knowledge without needing external data.,
Is it safe to use silicone gel sheet on acne scar on the face?,Is it safe to use silicone gel sheet on acne scar on the face?,1,1.0,"The query seeks specific medical advice regarding the safety of a product for acne scar treatment, requiring detailed health-related information best sourced externally.",
Is odomos safe during pregnancy?,Is odomos safe during pregnancy?,1,1.0,"This query asks about the safety of ""Odomos"" during pregnancy, which likely refers to a medication that requires specific medical information from external sources to answer accurately.",
Is sex good for a relationship?,Is sex good for a relationship?,0,1.0,This query asks for a general perspective on a common topic that can be addressed using established knowledge and psychological insights without requiring specific external data.,
Is taking 5mg of prednisone daily for a year considered fairly safe?,Is taking 5mg of prednisone daily for a year considered fairly safe?,1,1.0,"This query asks about the safety of a specific dosage of prednisone over a year, which is a detailed medical question requiring specialized knowledge from external sources.",
Is there any cure for restless legs?,Is there any cure for restless legs?,1,1.0,"This query asks for specific medical information regarding treatments for a known condition. The answer involves detailed knowledge of medical practices and treatments, which typically requires external sources to provide an accurate response.",
I talk in my sleep with my eyes open but have no memory of the conversations.,I talk in my sleep with my eyes open but have no memory of the conversations.,1,1.0,"This query asks for an understanding of a complex sleep phenomenon, which may require specialized knowledge or external sources to explain accurately.",
"I've got a stabbing pain in my groin in scrotum, what would cause this?","I've got a stabbing pain in my groin in scrotum, what would cause this?",1,1.0,"This query asks for specific medical information regarding symptoms, which requires detailed and specialized knowledge best obtained from external medical resources.",
"I've had body aches, blocked stuffy nose, headaches, pressure in my face and throat tightness and it feels dry for 6 months is it a bad cold?","I've had body aches, blocked stuffy nose, headaches, pressure in my face and throat tightness and it feels dry for 6 months is it a bad cold?",1,1.0,"This query involves persistent health symptoms over six months and could indicate various potential health issues. It requires specific medical knowledge or factual data to provide an accurate answer, which necessitates external retrieval.",
Ive noticed that after eating my resting heart rate goes from the 60s close to the 80s. Is this normal after eating?,Ive noticed that after eating my resting heart rate goes from the 60s close to the 80s. Is this normal after eating?,1,1.0,"This query involves a detailed physiological response that might require specialized medical knowledge to answer accurately, potentially needing external sources for precise information.",
"I very often have dull pain in the lower left abdomen. Although bearable, should I still be concerned due to its frequent occurance and see a doctor?","I very often have dull pain in the lower left abdomen. Although bearable, should I still be concerned due to its frequent occurance and see a doctor?",1,1.0,"This query involves a medical symptom that requires specialized knowledge to assess potential causes and advise on necessary action, necessitating external retrieval for accurate response.",
"I was fingured by a guy for first time, he was touching his penis which was wet with precum and then he fingured my vagina.Can i get HIV through this?","I was fingured by a guy for first time, he was touching his penis which was wet with precum and then he fingured my vagina.Can i get HIV through this?",0,1.0,"This question relates to known medical information about HIV transmission routes, which a language model can answer using general knowledge without needing external retrieval.",
My 24 year old daughter thinks she may be developing schizophrnia. A couple months ago she started feeling tired all the time and stopped socializing?,My 24 year old daughter thinks she may be developing schizophrnia. A couple months ago she started feeling tired all the time and stopped socializing?,1,1.0,"This query involves a specific medical condition (schizophrenia) and its symptoms, which requires specialized knowledge or external resources for accurate and appropriate guidance.",
"My 2 yr old has red bumps with white middle spots on his stomach, chest, and thighs. They don't bother him but have been there for 1 wk. What r they?","My 2 yr old has red bumps with white middle spots on his stomach, chest, and thighs. They don't bother him but have been there for 1 wk. What r they?",1,1.0,"The query describes a specific medical symptom (red bumps with white centers) in a child, which requires professional expertise or external medical data to accurately diagnose and provide appropriate advice.",
